longitude,latitude,tmp_avg,ndvi_avg,region_id,total_score,fri_terrain,score,rick_level
112.952246,24.688057,23.514285714285712,0.8467285614285712,1,0.5657,0.338282,1.9811723296703296,1.0
112.965083,24.688057,24.11428571428572,0.8520285614285713,2,0.5793515333333332,0.171656,1.8432994014652015,0.0
112.97792,24.688057,24.714285714285715,0.8389714128571429,3,1.2972241333333334,0.174632,2.5792495399267397,1.0
112.862387,24.696527,24.789285714285715,0.7807999928571429,4,0.3268911111111111,0.137953,1.5741252100122098,0.0
112.888061,24.696527,21.714285714285715,0.85325712,5,0.3979053333333333,0.374654,1.8044450476190477,0.0
112.939409,24.696527,22.539285714285715,0.8505571171428572,6,0.5657,0.325389,1.9437393296703296,1.0
112.952246,24.696527,23.164285714285715,0.8495285542857144,7,0.379052,0.336568,1.7840010989010988,0.0
112.965083,24.696527,24.11428571428572,0.8211142714285715,8,0.3030102222222222,0.262131,1.6574330903540906,0.0
112.97792,24.696527,24.714285714285715,0.8423714242857142,9,1.1013786,0.185904,2.3946760065934063,1.0
112.990757,24.696527,24.86428571428572,0.8077713928571428,10,0.7758487333333332,0.173877,2.0608945245421246,1.0
113.003594,24.696527,24.839285714285715,0.7638999928571428,11,1.0220007333333332,0.184765,2.3173052937728937,1.0
113.016431,24.696527,24.889285714285712,0.7421428328571429,12,1.3258711333333333,0.157672,2.6140977847147835,1.0
112.84955,24.704997,25.217857142857145,0.8395285571428571,13,0.4548527333333332,0.17976,1.7546806454212451,0.0
112.862387,24.704997,24.889285714285712,0.8395285571428571,14,0.2829,0.180296,1.5749940219780219,0.0
112.875224,24.704997,23.339285714285715,0.8535857085714287,15,0.2829,0.305423,1.6611087142857142,0.0
112.888061,24.704997,22.139285714285712,0.8093714242857144,16,0.3246915555555555,0.370431,1.7377051929181926,0.0
112.900898,24.704997,20.414285714285715,0.8834142714285713,17,0.5220231111111111,0.356568,1.8777568253968255,0.0
112.913735,24.704997,21.014285714285712,0.8928857014285715,18,0.5103968888888889,0.355541,1.8802051416361416,0.0
112.926572,24.704997,21.93928571428572,0.787271407142857,19,0.5223373333333333,0.364667,1.9245531245421248,1.0
112.939409,24.704997,22.36428571428572,0.8895999871428572,20,0.3504577777777777,0.365255,1.7639584920634923,0.0
112.952246,24.704997,23.089285714285715,0.8650571171428572,21,0.2829,0.366795,1.7161884065934065,0.0
112.965083,24.704997,23.839285714285715,0.8466571357142857,22,0.2829,0.353559,1.7218293296703298,0.0
112.97792,24.704997,24.464285714285715,0.8313142857142859,23,0.3633945333333332,0.227787,1.692282632234432,0.0
112.990757,24.704997,24.68928571428572,0.852299987142857,24,0.3328613333333333,0.184918,1.6245435091575091,0.0
113.003594,24.704997,24.839285714285715,0.7785999928571429,25,0.6177544888888888,0.160442,1.8887360493284493,0.0
113.016431,24.704997,24.889285714285712,0.7716428514285714,26,1.3833065999999998,0.115944,2.6110486219780213,1.0
112.84955,24.713467,24.817857142857143,0.8300285542857143,27,0.2829,0.183621,1.5765212197802196,0.0
112.862387,24.713467,23.93928571428572,0.7908999885714285,28,0.2829,0.282697,1.6534842527472526,0.0
112.875224,24.713467,21.964285714285715,0.7707571314285715,29,0.2829,0.355414,1.6764920219780217,0.0
112.888061,24.713467,21.23928571428572,0.7876856957142857,30,0.2829,0.368376,1.6712063296703297,0.0
112.900898,24.713467,20.464285714285715,0.7562999871428572,31,0.2829,0.368823,1.652147175824176,0.0
112.913735,24.713467,21.11428571428572,0.8583571299999999,32,0.2829,0.34746,1.647144175824176,0.0
112.926572,24.713467,21.81428571428572,0.8677428528571428,33,0.2829,0.353742,1.6710446373626373,0.0
112.939409,24.713467,22.31428571428572,0.8620571328571428,34,0.2829,0.356097,1.6859842527472528,0.0
112.952246,24.713467,23.014285714285712,0.7764428399999999,35,0.2829,0.366819,1.7143247142857143,0.0
112.965083,24.713467,23.789285714285715,0.8017714185714285,36,0.2829,0.36033,1.7273418681318682,0.0
112.97792,24.713467,24.264285714285712,0.8133428442857144,37,0.2829,0.309034,1.6880012527472525,0.0
112.990757,24.713467,24.464285714285715,0.8194571314285714,38,0.3589417777777778,0.170881,1.6309238766788767,0.0
113.003594,24.713467,24.639285714285712,0.7633571385714285,39,0.6570874666666666,0.114725,1.8773181809523807,0.0
112.84955,24.721937,24.125,0.803014262857143,40,0.2829,0.307226,1.6826875384615383,0.0
112.862387,24.721937,23.267857142857142,0.7948714057142858,41,0.2829,0.327175,1.681062912087912,0.0
112.875224,24.721937,21.539285714285715,0.7870428314285712,42,0.2829,0.401265,1.7116460989010986,0.0
112.888061,24.721937,20.73928571428572,0.80554285,43,0.2829,0.370468,1.6607137142857145,0.0
112.900898,24.721937,20.639285714285712,0.8212571428571429,44,0.2829,0.375637,1.6633657912087911,0.0
112.913735,24.721937,21.23928571428572,0.7104857042857142,45,0.2829,0.371516,1.7686748563994728,0.0
112.926572,24.721937,21.539285714285715,0.817999987142857,46,0.2829,0.374217,1.6845980989010987,0.0
112.939409,24.721937,21.914285714285715,0.8295999857142858,47,0.2829,0.370484,1.6903035604395604,0.0
112.952246,24.721937,22.81428571428572,0.8056714142857142,48,0.2829,0.355152,1.6976238681318683,0.0
112.965083,24.721937,23.43928571428572,0.8023857085714285,49,0.2829,0.362211,1.7204136373626375,0.0
112.97792,24.721937,24.11428571428572,0.82812855,50,0.2829,0.362745,1.737936868131868,0.0
112.990757,24.721937,24.214285714285715,0.82812855,51,0.2829,0.192303,1.5700117912087914,0.0
113.003594,24.721937,24.48928571428572,0.8042428514285714,52,1.0296384444444444,0.152142,2.283510774114774,1.0
112.862387,24.730407,23.325,0.8245999757142857,53,0.2829,0.381225,1.7365511538461536,0.0
112.875224,24.730407,21.817857142857147,0.8222142571428572,54,0.2829,0.363864,1.6812565274725275,0.0
112.888061,24.730407,21.389285714285712,0.7996285542857142,55,0.2829,0.380851,1.6874567142857142,0.0
112.900898,24.730407,21.214285714285715,0.7879285600000001,56,0.2829,0.370687,1.6728880989010988,0.0
112.913735,24.730407,21.764285714285712,0.7879285600000001,57,0.2829,0.364323,1.6803671758241756,0.0
112.926572,24.730407,21.389285714285712,0.8073285614285713,58,0.2829,0.367094,1.6736997142857142,0.0
112.939409,24.730407,22.014285714285712,0.7912428399999999,59,0.2829,0.371518,1.6938544835164835,0.0
112.952246,24.730407,22.714285714285715,0.8345999742857144,60,0.2829,0.36221,1.7021649450549448,0.0
112.965083,24.730407,23.539285714285715,0.8260428485714284,61,0.553131111111111,0.36692,1.9978706715506713,1.0
112.97792,24.730407,23.93928571428572,0.8066857000000001,62,0.4308986666666666,0.360293,1.8790789194139192,0.0
112.990757,24.730407,24.264285714285712,0.8169285657142857,63,0.3276034666666666,0.256413,1.680083719413919,0.0
113.003594,24.730407,24.56428571428572,0.8024142857142856,64,1.2951292666666667,0.173648,2.572395288644689,1.0
112.84955,24.738877,24.578571428571426,0.8459857071428571,65,0.2829,0.375854,1.7627315824175822,0.0
112.862387,24.738877,23.828571428571426,0.8496571242857142,66,0.2829,0.363782,1.7317826593406591,0.0
112.875224,24.738877,22.775,0.8409999885714284,67,0.2829,0.362889,1.7043720769230768,0.0
112.888061,24.738877,22.54642857142857,0.8361856971428571,68,0.2898128888888889,0.359028,1.7016709987789986,0.0
112.900898,24.738877,22.664285714285715,0.7185571299999999,69,0.2832142222222222,0.352848,1.766919125002706,0.0
112.913735,24.738877,22.389285714285712,0.7711714242857143,70,0.2894986666666667,0.353384,1.6917576117216118,0.0
112.926572,24.738877,21.714285714285715,0.8091714114285714,71,0.3319186666666667,0.364134,1.727938380952381,0.0
112.939409,24.738877,21.81428571428572,0.7860285671428571,72,0.2829,0.369669,1.6869716373626373,0.0
112.952246,24.738877,22.61428571428572,0.7919714071428572,73,0.2829,0.369763,1.707201021978022,0.0
112.965083,24.738877,23.48928571428572,0.8521999828571428,74,0.4720617777777777,0.376541,1.925163876678877,1.0
112.97792,24.738877,24.139285714285712,0.7740142742857143,75,0.5657,0.36133,2.019951098901099,1.0
112.990757,24.738877,24.48928571428572,0.8256285500000001,76,1.1620527333333333,0.279227,2.543010063003663,1.0
113.003594,24.738877,24.639285714285712,0.7660857028571428,77,1.261716,0.176979,2.544200714285714,1.0
112.84955,24.747347,25.203571428571426,0.8412428471428572,78,0.5108028,0.373467,2.0039781516483517,1.0
112.862387,24.747347,24.578571428571426,0.8510142771428573,79,0.4243666666666666,0.358461,1.8868052490842488,0.0
112.875224,24.747347,24.10357142857143,0.8105571285714285,80,0.3843937777777778,0.351247,1.8276629755799756,0.0
112.888061,24.747347,23.575,0.8115714014285714,81,0.5657,0.36839,2.0128084615384614,1.0
112.900898,24.747347,23.164285714285715,0.803271412857143,82,0.5657,0.36712,2.001201098901099,1.0
112.913735,24.747347,22.464285714285715,0.7588999942857141,83,0.5653857777777778,0.366872,1.9830204151404152,1.0
112.926572,24.747347,21.93928571428572,0.6564999857142857,84,0.5657,0.369864,2.1963160253116487,1.0
112.939409,24.747347,21.714285714285715,0.7627571371428571,85,0.520452,0.36809,1.9204277142857142,1.0
112.952246,24.747347,22.464285714285715,0.7969714157142859,86,0.4811742222222222,0.357622,1.8895588595848598,0.0
112.965083,24.747347,23.43928571428572,0.8539428414285715,87,0.4792888888888889,0.367961,1.9225525262515264,1.0
112.97792,24.747347,24.214285714285715,0.8296285485714285,88,0.5030782666666667,0.362082,1.959969057875458,1.0
112.84955,24.755817,26.053571428571427,0.8316714114285715,89,1.0000027555555555,0.36995,2.5110549533577533,1.0
112.862387,24.755817,25.603571428571428,0.8338714214285714,90,1.2459816,0.360203,2.735960643956044,1.0
112.875224,24.755817,24.978571428571428,0.8230571271428572,91,0.4434675555555555,0.375791,1.9333038302808303,1.0
112.888061,24.755817,24.103571428571428,0.8205999885714287,92,0.5657,0.37067,2.028392197802198,1.0
112.900898,24.755817,23.18928571428572,0.80631426,93,0.4670342222222222,0.376532,1.9125765518925517,1.0
112.913735,24.755817,22.36428571428572,0.7853714099999999,94,0.4975137777777778,0.37277,1.9185294920634923,1.0
112.926572,24.755817,21.664285714285715,0.670671417142857,95,0.4161302222222222,0.374928,2.0110586679660467,1.0
112.939409,24.755817,21.36428571428572,0.7129285585714287,96,0.5449613333333334,0.372172,2.0287067618281025,1.0
112.952246,24.755817,22.389285714285712,0.7985428457142858,97,0.5503031111111111,0.364187,1.963365056166056,1.0
112.965083,24.755817,23.164285714285715,0.7985428457142858,98,0.5556448888888889,0.365502,1.9895279877899876,1.0
112.97792,24.755817,23.98928571428572,0.8116856957142858,99,0.5657,0.364133,2.0189787142857143,1.0
112.84955,24.764287,26.478571428571428,0.7617285514285715,100,0.9862803999999998,0.373319,2.5113985208791205,1.0
112.862387,24.764287,25.95357142857143,0.790285702857143,101,1.2537938666666666,0.355711,2.748090141391941,1.0
112.875224,24.764287,25.20357142857143,0.8367142757142858,102,0.5657,0.381675,2.0670833516483516,1.0
112.888061,24.764287,24.553571428571427,0.8367142757142858,103,0.5553306666666666,0.37473,2.0334090183150186,1.0
112.900898,24.764287,23.664285714285715,0.846428547142857,104,0.3784235555555555,0.372442,1.8318312698412698,0.0
112.913735,24.764287,22.789285714285715,0.7957999957142858,105,0.2829,0.371677,1.7135196373626373,0.0
112.926572,24.764287,21.889285714285712,0.7941142814285713,106,0.2829,0.369352,1.6885423296703297,0.0
112.939409,24.764287,21.214285714285715,0.7542428400000001,107,0.2829,0.356592,1.6587930989010988,0.0
112.952246,24.764287,21.789285714285715,0.730114267142857,108,0.2829,0.372655,1.7367996280699782,0.0
112.965083,24.764287,22.514285714285712,0.8298142728571429,109,0.2829,0.371981,1.7069020989010988,0.0
112.97792,24.764287,23.61428571428572,0.79721428,110,0.3744059555555554,0.361008,1.8151212083028083,0.0
112.836713,24.772757,26.778571428571432,0.7968856971428571,111,1.0418941333333334,0.294325,2.4955690234432235,1.0
112.84955,24.772757,26.25357142857143,0.82021426,112,0.3894213333333333,0.398541,1.9340983772893774,1.0
