经度,纬度,降水量_avg,相对湿度 (%)_avg,温度_avg,降水量_avg_normalized,相对湿度 (%)_avg_normalized,温度_avg_normalized,加权均值,标记,id
112.900898,24.721937,1341.6847826086955,46.74260869565218,17.20815217391305,0.0665531830501754,0.7089152787113794,0.034893503963159,0.2652439176764746,0,44
112.913735,24.721937,1300.8369565217392,45.69467391304349,17.7875,0.1907681628875516,0.8289267308984976,0.129300801487845,0.3792142652259856,0,45
112.926572,24.721937,1283.2119565217392,48.04869565217391,18.09402173913044,0.2443643815693787,0.5593397565165439,0.1792498782269858,0.3270122810562272,0,46
112.939409,24.721937,1261.3505434782608,48.76358695652175,18.44320652173913,0.3108431942883588,0.4774690666467491,0.2361510871009163,0.3425717289906194,0,47
112.952246,24.721937,1206.6467391304348,49.04456521739129,19.275543478260868,0.4771930984332651,0.4452909104488783,0.3717840853739537,0.435444903634649,0,48
112.965083,24.721937,1168.4375,49.60902173913042,19.88777173913044,0.5933843458716201,0.380648293375161,0.471549395563035,0.488151049670809,0,49
112.97792,24.721937,1128.3369565217392,49.54891304347824,20.54157608695652,0.7153268989224562,0.3875320536759064,0.5780897135013063,0.5682246878070714,0,50
112.990757,24.721937,1123.8994565217392,50.4878260869565,20.66413043478261,0.7288209823494409,0.2800059750541518,0.5980604879776827,0.5444382926629833,0,51
113.003594,24.721937,1105.4972826086955,49.636956521739165,20.93641304347825,0.7847805248892712,0.3774491497995833,0.6424301465704275,0.6103847466211969,1,52
112.862387,24.730407,1173.9592391304348,49.571521739130446,19.805434782608696,0.5765931777616182,0.3849428635447001,0.4581322233538504,0.4791971115418219,0,53
112.875224,24.730407,1269.4701086956522,48.93673913043476,18.31195652173913,0.2861522443313278,0.4576393556899973,0.2147633175397423,0.3204401682276442,0,54
112.888061,24.730407,1291.5869565217392,49.03695652173913,17.900815217391308,0.218896674819858,0.446162272512262,0.1477660186866233,0.271333792944493,0,55
112.900898,24.730407,1300.2798913043478,48.49489130434781,17.734782608695653,0.1924621537647916,0.5082405955137324,0.1207102687862552,0.2733923071678446,0,56
112.913735,24.730407,1262.0489130434785,49.10913043478261,18.27934782608696,0.3087195081642089,0.4378967809395779,0.209449585971749,0.3209905077300754,0,57
112.926572,24.730407,1290.5625,48.38652173913045,17.947554347826085,0.2220119653599522,0.5206512809022317,0.1553823672674131,0.2989154833640741,0,58
112.939409,24.730407,1251.5271739130435,49.779565217391294,18.5304347826087,0.3407152773187015,0.3611173351258513,0.2503653190453004,0.3204012564827445,0,59
112.952246,24.730407,1211.2309782608695,49.62586956521738,19.18559782608696,0.463252793019105,0.3787188488062359,0.3571270424655718,0.4042383214291825,0,60
112.965083,24.730407,1160.9130434782608,49.54804347826087,19.97201086956522,0.6162656177695514,0.3876316379117187,0.4852765354470184,0.5031534617634987,0,61
112.97792,24.730407,1138.616847826087,50.76271739130434,20.38423913043478,0.6840665697097903,0.2485249085069847,0.5524509586857366,0.5037296193949132,0,62
112.990757,24.730407,1120.75,50.89641304347828,20.69728260869565,0.7383982283334434,0.2332138322503529,0.6034627817384759,0.5345077209172218,0,63
113.003594,24.730407,1099.0054347826087,50.06054347826085,21.00000000000001,0.804521716136709,0.3289391789279788,0.6527919231280186,0.6052174957644907,1,64
112.84955,24.738877,1104.9619565217392,49.66847826086958,21.02119565217392,0.7864084088054468,0.3738392212512751,0.6562458486472137,0.6139475491107417,1,65
112.862387,24.738877,1141.804347826087,50.70293478260871,20.271195652173905,0.6743736365439279,0.2553713247192962,0.534030022583358,0.4967944905524974,0,66
112.875224,24.738877,1205.4157608695652,49.91097826086958,19.22744565217392,0.4809364051034572,0.3460676674882359,0.3639463313111644,0.4023758921260223,0,67
112.888061,24.738877,1213.6576086956522,50.9457608695652,18.98777173913043,0.4558736034904472,0.2275624268678298,0.3248904042864095,0.3428677889019159,0,68
112.900898,24.738877,1198.0244565217392,49.56065217391306,19.109239130434784,0.5034127718648769,0.3861876664923925,0.3446840543771866,0.4181306799128602,0,69
112.913735,24.738877,1217.5679347826087,50.408043478260886,18.860054347826097,0.4439826138692402,0.2891428286902171,0.3040782889784367,0.3521230346537773,0,70
112.926572,24.738877,1266.3016304347825,49.78293478260871,18.26277173913044,0.2957873339062605,0.3607314462120632,0.2067484390913526,0.2902956356384981,0,71
112.939409,24.738877,1264.4565217391305,49.13913043478261,18.33016304347825,0.3013981622264822,0.434461124803944,0.2177301509985371,0.3195774947556522,0,72
112.952246,24.738877,1215.5733695652175,50.40771739130433,19.103260869565208,0.4500479275467702,0.2891801727786517,0.3437098702563861,0.3662380339293654,0,73
112.965083,24.738877,1162.796195652174,50.1982608695652,19.919021739130432,0.6105391022674684,0.3131675255807028,0.4766417216490277,0.474289291996661,0,74
112.97792,24.738877,1125.766304347826,51.29543478260871,20.54456521739131,0.7231440470681565,0.1875171160405301,0.5785768055617067,0.5065198834462835,0,75
112.990757,24.738877,1106.0271739130435,50.48054347826086,20.87961956521739,0.7831691677133601,0.280839993029105,0.63317539742284,0.5757163715690864,0,76
113.003594,24.738877,1095.2146739130435,50.19728260869564,21.024184782608707,0.8160491174720697,0.3132795578459952,0.6567329407076139,0.6056755594774137,1,77
112.84955,24.747347,1086.1222826086955,51.19391304347828,21.605706521739133,0.8436983539366699,0.1991435755719852,0.751494487003499,0.6073858534004272,1,78
112.862387,24.747347,1107.3070652173913,51.42434782608696,20.980434782608693,0.7792771203807762,0.1727537530808879,0.6496036841872203,0.5441208653899328,0,79
112.875224,24.747347,1124.6902173913045,50.663260869565214,20.48097826086956,0.7264163416407743,0.2599148554783789,0.5682150290041174,0.5281258689584345,0,80
112.888061,24.747347,1144.9184782608695,49.725108695652175,19.95353260869565,0.6649038143716535,0.3673537978937938,0.482265420891821,0.5140713677758368,0,81
112.900898,24.747347,1161.8804347826087,50.50271739130434,19.59864130434783,0.6133238580022474,0.2783005950158109,0.4244343089934913,0.4484872351900327,0,82
112.913735,24.747347,1211.6358695652175,50.41271739130435,18.938858695652176,0.4620215508693062,0.2886075634227109,0.31691980693442,0.3625950992440133,0,83
112.926572,24.747347,1250.2744565217392,49.58717391304349,18.45625,0.3445246909499566,0.3831503473000213,0.2382765797281142,0.3253774664632686,0,84
112.939409,24.747347,1268.133152173913,49.29010869565215,18.23179347826087,0.2902178224367026,0.4171708118604856,0.2017003941017578,0.3049723973661947,0,85
112.952246,24.747347,1225.0951086956522,49.96130434782609,18.95489130434783,0.4210930786011764,0.3403042298404161,0.3195323916220171,0.3646524068829005,0,86
112.965083,24.747347,1166.8233695652175,49.88956521739131,19.857065217391305,0.5982927877305476,0.3485199292951928,0.4665456316698404,0.4781057290914019,0,87
112.97792,24.747347,1119.4239130434785,50.63619565217392,20.602989130434786,0.7424307529582858,0.2630144148181345,0.5880972412876949,0.5411084729230407,0,88
112.84955,24.755817,1058.6521739130435,49.0236956521739,22.40760869565218,0.9272327626099028,0.4476809321084493,0.8821680024797426,0.7584286710086441,1,89
112.862387,24.755817,1063.5815217391305,49.24434782608696,21.9366847826087,0.9122430091888674,0.4224114322702719,0.8054288624186347,0.721706962529713,1,90
112.875224,24.755817,1077.5869565217392,51.48934782608693,21.32554347826088,0.8696535995240295,0.165309831453685,0.7058406766151548,0.5926299676423932,1,91
112.888061,24.755817,1112.1195652173913,50.018152173913045,20.46603260869564,0.7646426918754545,0.3337939104239803,0.5657795687021195,0.565786475979523,0,92
112.900898,24.755817,1162.2255434782608,50.54347826086958,19.622282608695645,0.6122744099953727,0.2736325839619582,0.428286764380285,0.4477261399672503,0,93
112.913735,24.755817,1221.1358695652175,49.90804347826088,18.821739130434786,0.4331328088847751,0.3464037642841133,0.2978346543860432,0.3647137483935386,0,94
112.926572,24.755817,1270.0978260869565,48.88434782608695,18.16956521739131,0.2842434058306339,0.4636393058978774,0.1915600230261709,0.3147480293766908,0,95
112.939409,24.755817,1288.766304347826,49.461739130434765,17.907880434782605,0.2274740530177829,0.3975153733164065,0.1489173271930207,0.2591575364987578,0,96
112.952246,24.755817,1229.2635869565215,50.277499999999975,18.882608695652173,0.4084170688173471,0.3040929120920194,0.3077536199796307,0.3446183342847014,0,97
112.965083,24.755817,1185.2309782608695,49.50695652173916,19.59076086956521,0.5423167184504529,0.3923369930539964,0.4231501571978909,0.4582116521687375,0,98
112.97792,24.755817,1134.1902173913045,49.56423913043477,20.386684782608697,0.6975275996562433,0.3857768815196573,0.5528494885533369,0.5534062898713233,0,99
112.84955,24.764287,1048.8777173913045,48.005978260869576,22.813858695652176,0.9569561049778535,0.5642318321009776,0.9483682415976624,0.8271542572784488,1,100
112.862387,24.764287,1052.2717391304348,49.18739130434783,22.280163043478268,0.9466351556818934,0.4289341997161853,0.8614001682681678,0.7535000196997137,1,101
112.875224,24.764287,1066.1195652173913,50.92576086956522,21.56467391304348,0.9045250214847624,0.2298528642915834,0.744808041447107,0.6383355825029511,1,102
112.888061,24.764287,1088.6929347826087,49.99423913043479,20.90815217391304,0.8358812057909696,0.3365324769089048,0.6378249125448345,0.6150714422458323,1,103
112.900898,24.764287,1135.6739130434785,49.395217391304335,20.048369565217392,0.6930157995636933,0.4051335673562894,0.497719523535403,0.541543666072064,0,104
112.913735,24.764287,1193.8777173913045,50.195978260869545,19.22826086956521,0.5160226746876442,0.3134289341997192,0.3640791746003622,0.4051031397435465,0,105
112.926572,24.764287,1255.0760869565215,49.49467391304348,18.367934782608703,0.3299233159251674,0.3937436203848936,0.2238852233981326,0.3190017429970623,0,106
112.939409,24.764287,1296.9782608695652,49.16141304347825,17.750271739130433,0.2025021484762343,0.431909278761174,0.1232342912810518,0.2532082372443904,0,107
112.952246,24.764287,1267.3994565217392,47.71108695652175,18.31847826086956,0.2924489323725784,0.5980033360718991,0.2158260638533404,0.3686149443524254,0,108
112.965083,24.764287,1224.5135869565215,48.32358695652175,18.997282608695656,0.4228614398096125,0.5278586899693768,0.3264402426604089,0.4281470321109135,0,109
112.97792,24.764287,1158.4945652173913,49.29728260869565,20.02309782608696,0.6236200171878099,0.4163492419150052,0.4936013815702085,0.5177187325853759,0,110
112.836713,24.772757,1048.0135869565215,49.66673913043476,23.13070652173913,0.959583856680109,0.3740383897229096,1.0,0.7819111360953039,1,111
112.84955,24.772757,1046.9266304347825,48.96543478260869,22.63994565217392,0.9628892047332588,0.4543530759080849,0.920028339901697,0.785350961274097,1,112
112.862387,24.772757,1061.5380434782608,49.813152173913046,21.90135869565217,0.91845706352879,0.3572708940174772,0.7996723198866401,0.701234891001764,1,113
112.875224,24.772757,1088.9565217391305,50.63978260869567,21.13749999999999,0.8350796588880807,0.2626036298453943,0.6751981579063882,0.6019527381857059,1,114
112.888061,24.772757,1085.5326086956522,49.17456521739129,20.95951086956521,0.8454915052555031,0.4304030671944652,0.6461940397644237,0.6516122066073852,1,115
112.900898,24.772757,1110.491847826087,48.99413043478261,20.42690217391305,0.7695924505850464,0.4510667961261733,0.5594030908205299,0.6037537093305456,1,116
112.913735,24.772757,1165.5815217391305,50.141630434782606,19.60407608695652,0.6020691478812716,0.3196529489381841,0.4253199309214896,0.4578950327696962,0,117
112.926572,24.772757,1215.7880434782608,49.77152173913042,18.88315217391304,0.4493951213062738,0.3620384893071449,0.30784218217243,0.3789087966766706,0,118
112.939409,24.772757,1270.3097826086955,50.09402173913044,18.070108695652173,0.28359886296027,0.3251051858490801,0.1753531417437895,0.2647896866537333,0,119
112.952246,24.772757,1282.2771739130435,47.82097826086955,18.05869565217392,0.247206980895088,0.5854183782707215,0.173493335694993,0.3348208073751649,0,120
112.965083,24.772757,1212.1847826086955,49.40304347826087,19.13423913043479,0.4603523501024661,0.4042373092339488,0.3487579152459826,0.4089159352738344,0,121
112.97792,24.772757,1164.4266304347825,49.23369565217392,19.888043478260865,0.6055810801877439,0.4236313391590107,0.4715936766594335,0.5067011178429979,0,122
112.836713,24.781227,1047.8451086956522,49.65608695652173,23.12826086956522,0.9600961856283464,0.3752582966116476,0.9996014701324014,0.7823812843691444,1,123
112.84955,24.781227,1048.6277173913045,49.72945652173911,22.41059782608696,0.957716335030078,0.366855876714719,0.882655094540141,0.7439092968699005,1,124
112.862387,24.781227,1077.5597826086955,49.983369565217394,21.447554347826088,0.869736233225359,0.337777279856599,0.7257228888987296,0.6544655557245451,1,125
112.875224,24.781227,1134.366847826087,50.694456521739134,20.339130434782604,0.6969904805976067,0.256342271018498,0.5451002966833453,0.5089571858875256,0,126
112.888061,24.781227,1138.0923913043478,49.16532608695652,20.17391304347826,0.6856614001454355,0.4314611497000032,0.5181773900721784,0.5533902839992849,0,127
112.900898,24.781227,1140.921195652174,49.28358695652173,20.01630434782609,0.6770592318371121,0.4179176936290999,0.4924943541602096,0.5380970399099992,0,128
112.913735,24.781227,1183.6684782608695,50.91847826086956,19.341032608695656,0.547068156276856,0.2306868822665382,0.3824558296063418,0.3955061501496997,0,129
112.926572,24.781227,1223.7201086956522,50.44489130434781,18.781793478260862,0.4252743438884111,0.2849229466975399,0.2913253332152493,0.3398836860179666,0,130
112.939409,24.781227,1268.6657608695652,49.76978260869565,18.109782608695657,0.2885982018906589,0.3622376577787745,0.1818181818181825,0.2806369396168103,0,131
112.952246,24.781227,1298.078804347826,49.69108695652172,17.743206521739133,0.1991554835724203,0.3712500311200761,0.1220829827746538,0.2319465117401264,0,132
112.965083,24.781227,1238.0679347826087,50.10434782608696,18.735054347826093,0.3816437495868312,0.3239226230487718,0.2837089846344606,0.3337575446326935,0,133
112.97792,24.781227,1158.625,49.19021739130436,19.897826086956524,0.6232233754214318,0.4286105509497839,0.4731877961298327,0.5154582176637214,0,134
112.84955,24.789697,1060.6929347826087,49.9279347826087,22.09184782608695,0.9210269716401136,0.3441257748898348,0.8307133684630026,0.7071975301462441,1,135
112.862387,24.789697,1086.3179347826087,50.33858695652175,21.26440217391304,0.8431033912871023,0.2970971195259783,0.6958774299251642,0.6223240227506406,1,136
112.875224,24.789697,1129.3641304347825,50.38913043478261,20.44728260869565,0.71220334501223,0.2913087858192056,0.5627241730505248,0.5312887145891019,0,137
112.888061,24.789697,1150.9130434782608,48.19695652173913,19.98804347826088,0.6466748198585314,0.5423606443100059,0.4878891201346159,0.5655588884630823,0,138
112.900898,24.789697,1162.203804347826,49.52380434782609,19.72608695652174,0.6123405169564357,0.3904075484850746,0.4452021432050661,0.4906269997938066,0,139
112.913735,24.789697,1215.9239130434785,50.09967391304349,18.91222826086956,0.448981952799629,0.324457888316279,0.3125802594872243,0.3679884512999271,0,140
112.926572,24.789697,1268.2391304347825,50.51543478260871,18.175000000000004,0.2898955510015206,0.276844175567007,0.1924456449541697,0.2566268333586277,0,141
112.939409,24.789697,1299.7391304347825,49.432608695652185,17.694021739130434,0.1941065644212337,0.4008514452162215,0.114068104326263,0.2372404446905085,0,142
112.952246,24.789697,1304.804347826087,50.64217391304348,17.634239130434786,0.1787036424935543,0.2623297731969036,0.1043262631182753,0.1836340497876063,0,143
112.965083,24.789697,1251.1929347826087,49.78380434782607,18.492663043478256,0.341731671845045,0.3606318619762516,0.2442102466457062,0.318793948738153,0,144
112.97792,24.789697,1174.5027173913045,49.286739130434775,19.628260869565217,0.5749405037350428,0.4175567007742689,0.429260948501085,0.4805356441160326,0,145
112.84955,24.798167,1065.5217391304348,50.40065217391305,21.892391304347832,0.9063429629139949,0.2899892946946495,0.7982110437054434,0.6744210624867786,1,146
112.862387,24.798167,1081.0190217391305,50.62880434782607,21.395923913043475,0.8592169630462085,0.2638608808225685,0.717309480582739,0.6240331626316353,1,147
112.875224,24.798167,1085.3125,49.88478260869566,21.305706521739125,0.8461608382362662,0.3490676425921775,0.7026081565779563,0.6423239437134051,1,148
112.888061,24.798167,1114.8233695652175,49.72271739130436,20.57608695652174,0.7564206385932435,0.3676276545422854,0.5837134127440996,0.5789849584576883,0,149
112.900898,24.798167,1156.0027173913045,49.42554347826088,19.82065217391304,0.6311975275996557,0.4016605671322226,0.4606119647522467,0.5059930546796796,0,150
112.913735,24.798167,1202.7989130434785,49.90043478260871,19.07608695652174,0.4888940305414152,0.3472751263474978,0.3392817606163928,0.3984250491449292,0,151
112.926572,24.798167,1255.1059782608695,49.489565217391295,18.31358695652173,0.3298324188537054,0.3943286777703105,0.2150290041181402,0.3165177891514871,0,152
112.939409,24.798167,1296.9565217391305,49.7608695652174,17.69076086956522,0.2025682554372972,0.363258396195882,0.1135367311694642,0.2281004668112645,0,153
112.952246,24.798167,1316.9048913043478,50.16021739130434,17.4133152173913,0.1419068552918623,0.3175243358976286,0.0683257317451173,0.1768797441912006,0,154
112.965083,24.798167,1282.695652173913,49.75913043478262,18.0016304347826,0.2459344218946255,0.3634575646675124,0.1641943054510018,0.259653365452841,0,155
112.97792,24.798167,1235.7608695652175,49.82717391304348,18.70625000000001,0.388659350829642,0.3556650982149528,0.2790151884160671,0.3452952525832374,0,156
112.875224,24.806637,1043.9728260869565,49.84119565217389,22.076902173913048,0.9718714880676936,0.3540593024124316,0.8282779081610071,0.7289094531031961,1,157
112.888061,24.806637,1063.6847826086955,49.015,21.407336956521736,0.9119290011238188,0.4486767744666023,0.7191692866315367,0.7043928847681806,1,158
112.900898,24.806637,1110.0135869565215,49.37945652173914,20.42826086956521,0.7710468037284331,0.4069385316304427,0.5596244963025281,0.5900718759557645,1,159
112.913735,24.806637,1175.1358695652175,50.16880434782608,19.3953804347826,0.573015138494083,0.3165409415689508,0.3913120488863288,0.4357699779872295,0,160
112.926572,24.806637,1225.2989130434785,49.44532608695653,18.653532608695656,0.4204733258412103,0.3993950257674209,0.2704246557144761,0.3689294529195357,0,161
112.939409,24.806637,1265.9239130434785,48.94163043478261,18.04510869565218,0.2969359423547292,0.4570791943635325,0.1712792808749952,0.3113766708846208,0,162
112.952246,24.806637,1301.8478260869565,49.79489130434783,17.573641304347824,0.1876941891981225,0.3593621629696022,0.0944515786210862,0.2155283147481251,0,163
112.965083,24.806637,1289.0,49.66184782608697,17.835054347826084,0.2267634031863554,0.374598551049368,0.137049993357835,0.2479273949650724,0,164
112.97792,24.806637,1233.625,49.81978260869565,18.68125,0.395154359754082,0.3565115642193852,0.2749413275472699,0.3468106104032102,0,165
112.875224,24.815107,1034.9320652173913,49.774239130434765,22.227717391304346,0.9993637204997688,0.3617272885702219,0.8528539166629765,0.7491095950112315,1,166
112.888061,24.815107,1049.5652173913045,48.98869565217392,21.562228260869567,0.9548654723342364,0.45168919760002,0.7444095115795072,0.729120483015441,1,167
112.900898,24.815107,1104.1847826086955,49.68239130434783,20.45217391304348,0.7887717326634498,0.3722458734782283,0.5635212327857244,0.5866927053238759,0,168
112.913735,24.815107,1174.483695652174,48.95043478260868,19.343206521739127,0.5749983473259731,0.4560709039759026,0.3828100783775401,0.4791937515339172,0,169
112.926572,24.815107,1234.625,49.46902173913044,18.479891304347817,0.3921134395451839,0.3966813553414493,0.2421290351149079,0.3488980917429517,0,170
112.939409,24.815107,1278.4375,48.94543478260871,17.822554347826085,0.2588831228928405,0.4566435133318387,0.1350130629234376,0.2860442115241939,0,171
112.952246,24.815107,1300.3614130434785,49.174021739130445,17.569565217391304,0.1922142526608043,0.430465307341847,0.0937873621750873,0.2400763810127185,0,172
112.965083,24.815107,1245.1222826086955,50.98717391304346,18.350815217391304,0.3601920407218884,0.2228197276371175,0.2210955143249346,0.2742326464161304,0,173
112.875224,24.823577,1036.0815217391305,48.921956521739126,21.901902173913047,0.9958683149335624,0.4593322876988581,0.7997608820794412,0.7635906271189901,1,174
112.888061,24.823577,1046.7146739130435,49.75695652173913,21.52228260869565,0.9635337476036224,0.3637065252570527,0.7379001904087151,0.7019509275192515,1,175
112.900898,24.823577,1117.4429347826087,49.55967391304348,20.227717391304346,0.7484547497851521,0.3862996987576866,0.5269450471593674,0.5651066218697696,0,176
112.913735,24.823577,1178.383152173913,50.03630434782608,19.277445652173924,0.5631404111852978,0.3317150895013331,0.3720940530487553,0.4312267922350036,0,177
112.926572,24.823577,1251.5951086956522,49.7741304347826,18.220108695652176,0.3405086930653794,0.3617397365996979,0.1997963069565605,0.3054552601100705,0,178
112.939409,24.823577,1289.429347826087,49.52521739130434,17.66875,0.2254577907053611,0.3902457241018763,0.1099499623610679,0.2444277482792326,0,179
112.952246,24.823577,1300.3614130434785,49.64293478260869,17.569565217391304,0.1922142526608043,0.3767645081783565,0.0937873621750873,0.2226773220837476,0,180
112.965083,24.823577,1246.3641304347825,48.68184782608695,18.338043478260865,0.3564156805711643,0.486829984813405,0.2190143027941364,0.357724304568096,0,181
112.888061,24.832047,1040.6820652173913,49.8541304347826,21.578260869565216,0.9818784292986052,0.3525779869046749,0.7470220962671037,0.7079978987195844,1,182
112.900898,24.832047,1125.6059782608695,49.46434782608695,20.059510869565216,0.7236315859059961,0.3972166206089589,0.4995350484878004,0.5510923689991337,0,183
112.913735,24.832047,1158.3342391304348,50.86380434782607,19.55760869565217,0.6241075560256495,0.2369482410934378,0.4177478634370983,0.4371727495962246,0,184
112.888061,24.840517,1034.7228260869565,50.164347826086974,21.730706521739123,1.0,0.3170513107775025,0.7718637913474727,0.7107400345134577,1,185
112.888061,24.848987,1034.7228260869565,50.299347826086965,21.730706521739123,1.0,0.3015908581671518,0.7718637913474727,0.705730847867704,1,186
