longitude,latitude,tmp_avg,ndvi_avg,region_id,total_score,fri_terrain,score,rick_level
112.952246,24.688057,24.3,0.7981249875,1,0.5657,0.338282,2.0009481538461538,1.0
112.965083,24.688057,24.9,0.8538,2,0.5793515333333332,0.171656,1.8630752256410255,0.0
112.97792,24.688057,25.500000000000004,0.84407498,3,1.2972241333333334,0.174632,2.5990253641025642,1.0
112.862387,24.696527,25.575000000000003,0.7915249825,4,0.3268911111111111,0.137953,1.5939010341880342,0.0
112.888061,24.696527,22.5,0.6434249775,5,0.3979053333333333,0.374654,2.0786367655068716,1.0
112.939409,24.696527,23.325000000000003,0.7691749675,6,0.5657,0.325389,1.9635151538461537,1.0
112.952246,24.696527,23.950000000000003,0.7389249824999999,7,0.379052,0.336568,1.8302152048529232,0.0
112.965083,24.696527,24.9,0.80962497,8,0.3030102222222222,0.262131,1.6772089145299143,0.0
112.97792,24.696527,25.500000000000004,0.8565499850000001,9,1.1013786,0.185904,2.414451830769231,1.0
112.990757,24.696527,25.65,0.8577,10,0.7758487333333332,0.173877,2.0806703487179483,1.0
113.003594,24.696527,25.625000000000004,0.8218,11,1.0220007333333332,0.184765,2.337081117948718,1.0
113.016431,24.696527,25.675,0.79059997,12,1.3258711333333333,0.157672,2.615116979487179,1.0
112.84955,24.704997,26.0,0.8601749875,13,0.4548527333333332,0.17976,1.7743665794871792,0.0
112.862387,24.704997,25.675,0.8601749875,14,0.2829,0.180296,1.594769846153846,0.0
112.875224,24.704997,24.125,0.6315,15,0.2829,0.305423,1.9637677384615384,1.0
112.888061,24.704997,22.925,0.648225,16,0.3246915555555555,0.370431,2.000438297094017,1.0
112.900898,24.704997,21.2,0.4803999949999999,17,0.5220231111111111,0.356568,2.54112178150865,1.0
112.913735,24.704997,21.8,0.5745249825000001,18,0.5103968888888889,0.355541,2.3188749275879657,1.0
112.926572,24.704997,22.725,0.6939999750000001,19,0.5223373333333333,0.364667,2.0780122083979484,1.0
112.939409,24.704997,23.15,0.7317749925,20,0.3504577777777777,0.365255,1.827241054143316,0.0
112.952246,24.704997,23.875000000000004,0.829975,21,0.2829,0.366795,1.7359642307692307,0.0
112.965083,24.704997,24.625,0.85952499,22,0.2829,0.353559,1.7416051538461537,0.0
112.97792,24.704997,25.250000000000004,0.8626499825,23,0.3633945333333332,0.227787,1.7120584564102563,0.0
112.990757,24.704997,25.475,0.85565,24,0.3328613333333333,0.184918,1.644319333333333,0.0
113.003594,24.704997,25.625000000000004,0.7905749925000001,25,0.6177544888888888,0.160442,1.9085118735042734,1.0
113.016431,24.704997,25.675,0.7800249924999999,26,1.3833065999999998,0.115944,2.630824446153846,1.0
112.84955,24.713467,25.6,0.8509749874999999,27,0.2829,0.183621,1.596207153846154,0.0
112.862387,24.713467,24.725,0.8404749899999999,28,0.2829,0.282697,1.6732600769230768,0.0
112.875224,24.713467,22.75,0.6825499875,29,0.2829,0.355414,1.8572845159938463,0.0
112.888061,24.713467,22.025,0.59934999,30,0.2829,0.368376,2.0506138577181536,1.0
112.900898,24.713467,21.25,0.5970249999999999,31,0.2829,0.368823,2.03710492,1.0
112.913735,24.713467,21.9,0.6927249925,32,0.2829,0.34746,1.8036468979040001,0.0
112.926572,24.713467,22.6,0.67549998,33,0.2829,0.353742,1.8686669092824613,0.0
112.939409,24.713467,23.1,0.6826,34,0.2829,0.356097,1.8666573569230769,0.0
112.952246,24.713467,23.8,0.88382498,35,0.2829,0.366819,1.7341005384615384,0.0
112.965083,24.713467,24.575000000000003,0.8499249925000001,36,0.2829,0.36033,1.7471176923076923,0.0
112.97792,24.713467,25.05,0.8188749925000001,37,0.2829,0.309034,1.7077770769230767,0.0
112.990757,24.713467,25.250000000000004,0.8343249699999999,38,0.3589417777777778,0.170881,1.6506997008547009,0.0
113.003594,24.713467,25.425,0.8017999874999999,39,0.6570874666666666,0.114725,1.8970940051282053,0.0
112.84955,24.721937,24.9,0.797449975,40,0.2829,0.307226,1.7021936923076921,0.0
