longitude,latitude,tmp_avg,ndvi_avg,region_id,total_score,fri_terrain,score,rick_level
112.952246,24.688057,12.075,0.049999997,1,0.5657,0.338282,3.364294314853908,1.0
112.965083,24.688057,12.55,0.054399997,2,0.5793515333333332,0.171656,3.2127715528026255,1.0
112.97792,24.688057,13.025,0.101799995,3,1.2972241333333334,0.174632,3.8324222621924102,1.0
112.862387,24.696527,13.375,0.0512,4,0.3268911111111111,0.137953,2.9550117788034185,1.0
112.888061,24.696527,10.725,0.3671,5,0.3979053333333333,0.374654,2.4419120594871795,1.0
112.939409,24.696527,11.3,0.0977,6,0.5657,0.325389,3.218025713846154,1.0
112.952246,24.696527,11.775,0.0524,7,0.379052,0.336568,3.162652258461539,1.0
112.965083,24.696527,12.55,0.046499997,8,0.3030102222222222,0.262131,3.045764121691515,1.0
112.97792,24.696527,13.025,0.0458,9,1.1013786,0.185904,3.781531916923077,1.0
112.990757,24.696527,13.15,0.062099997,10,0.7758487333333332,0.173877,3.4082098512641643,1.0
113.003594,24.696527,13.15,0.0484,11,1.0220007333333332,0.184765,3.697954484102564,1.0
113.016431,24.696527,13.175,0.1479,12,1.3258711333333333,0.157672,3.737834714871794,1.0
112.84955,24.704997,13.75,0.7169,13,0.4548527333333332,0.17976,1.5450598225641023,0.0
112.862387,24.704997,13.5,0.7169,14,0.2829,0.180296,1.3673507815384616,0.0
112.875224,24.704997,12.125,0.77559996,15,0.2829,0.305423,1.3788537692307692,0.0
112.888061,24.704997,11.1,0.77559996,16,0.3246915555555555,0.370431,1.459854863247863,0.0
112.900898,24.704997,9.6,0.8936,17,0.5220231111111111,0.356568,1.6055695726495727,0.0
112.913735,24.704997,10.1,0.6987,18,0.5103968888888889,0.355541,1.727964325811966,0.0
112.926572,24.704997,10.825,0.1077,19,0.5223373333333333,0.364667,3.178113662564102,1.0
112.939409,24.704997,11.175,0.0817,20,0.3504577777777777,0.365255,3.0776985377777777,1.0
112.952246,24.704997,11.75,0.0607,21,0.2829,0.366795,3.0762842676923077,1.0
112.965083,24.704997,12.375,0.0513,22,0.2829,0.353559,3.101218716923077,1.0
112.97792,24.704997,12.825,0.0437,23,0.3633945333333332,0.227787,3.085410124102564,1.0
112.990757,24.704997,13.025,0.041699998,24,0.3328613333333333,0.184918,3.0218161750308106,1.0
113.003594,24.704997,13.15,0.0947,25,0.6177544888888888,0.160442,3.1588578796581204,1.0
113.016431,24.704997,13.175,0.043199997,26,1.3833065999999998,0.115944,4.003482028700061,1.0
112.84955,24.713467,13.425,0.0558,27,0.2829,0.183621,2.9469660092307697,1.0
112.862387,24.713467,12.7,0.7855,28,0.2829,0.282697,1.3706000769230768,0.0
112.875224,24.713467,10.925,0.8271,29,0.2829,0.355414,1.398641692307692,0.0
112.888061,24.713467,10.275,0.8271,30,0.2829,0.368376,1.3952436923076923,0.0
112.900898,24.713467,9.625,0.8422,31,0.2829,0.368823,1.3793306923076925,0.0
112.913735,24.713467,10.2,0.8663,32,0.2829,0.34746,1.37244,0.0
112.926572,24.713467,10.775,0.122499995,33,0.2829,0.353742,2.8911623196283074,1.0
112.939409,24.713467,11.15,0.086899996,34,0.2829,0.356097,2.9879400987795695,1.0
112.952246,24.713467,11.675,0.0519,35,0.2829,0.366819,3.0954279353846155,1.0
112.965083,24.713467,12.3,0.0444,36,0.2829,0.36033,3.1225737046153843,1.0
112.97792,24.713467,12.675,0.0414,37,0.2829,0.309034,3.087877766153846,1.0
112.990757,24.713467,12.825,0.0411,38,0.3589417777777778,0.170881,3.0302580885470083,1.0
113.003594,24.713467,12.975,0.040799998,39,0.6570874666666666,0.114725,3.276739326825682,1.0
112.84955,24.721937,12.825,0.059899997,40,0.2829,0.307226,3.0456819579308303,1.0
112.862387,24.721937,12.1,0.6256,41,0.2829,0.327175,1.6969442184615382,0.0
112.875224,24.721937,10.55,0.8132,42,0.2829,0.401265,1.4350542307692307,0.0
112.888061,24.721937,9.85,0.8312,43,0.2829,0.370468,1.3866387692307691,0.0
112.900898,24.721937,9.75,0.83529997,44,0.2829,0.375637,1.389290846153846,0.0
112.913735,24.721937,10.275,0.8337,45,0.2829,0.371516,1.3983836923076922,0.0
112.926572,24.721937,10.55,0.2753,46,0.2829,0.374217,2.541210070769231,1.0
112.939409,24.721937,10.825,0.1358,47,0.2829,0.370484,2.8774130092307693,1.0
112.952246,24.721937,11.5,0.0497,48,0.2829,0.355152,3.08460816,1.0
112.965083,24.721937,12.025,0.044499997,49,0.2829,0.362211,3.1172944533154467,1.0
112.97792,24.721937,12.575,0.54679996,50,0.2829,0.362745,1.932581058564923,1.0
112.990757,24.721937,12.65,0.54679996,51,0.2829,0.192303,1.7640267508726155,0.0
113.003594,24.721937,12.875,0.4556,52,1.0296384444444444,0.152142,2.6939798167521367,1.0
112.862387,24.730407,12.125,0.8563,53,0.2829,0.381225,1.4546557692307691,0.0
112.875224,24.730407,10.775,0.2235,54,0.2829,0.363864,2.6601771076923075,1.0
112.888061,24.730407,10.4,0.9018,55,0.2829,0.380851,1.4108648461538462,0.0
112.900898,24.730407,10.2,0.1925,56,0.2829,0.370687,2.7265309999999996,1.0
112.913735,24.730407,10.7,0.1925,57,0.2829,0.364323,2.7327516153846156,1.0
112.926572,24.730407,10.4,0.2418,58,0.2829,0.367094,2.610282886153846,1.0
112.939409,24.730407,10.925,0.0972,59,0.2829,0.371518,2.9731098523076924,1.0
112.952246,24.730407,11.45,0.0503,60,0.2829,0.36221,3.088975378461538,1.0
112.965083,24.730407,12.1,0.044099998,61,0.553131111111111,0.36692,3.3950771343470496,1.0
112.97792,24.730407,12.45,0.5161,62,0.4308986666666666,0.360293,2.1482685158974357,1.0
112.990757,24.730407,12.65,0.5954,63,0.3276034666666666,0.256413,1.7568222020512818,0.0
113.003594,24.730407,12.925,0.6121,64,1.2951292666666667,0.173648,2.608638300512821,1.0
112.84955,24.738877,13.225,0.5597,65,0.2829,0.375854,1.9312550830769233,1.0
112.862387,24.738877,12.5,0.66279995,66,0.2829,0.363782,1.6548151901292307,0.0
112.875224,24.738877,11.55,0.95989996,67,0.2829,0.362889,1.4218474615384615,0.0
112.888061,24.738877,11.325,0.95989996,68,0.2898128888888889,0.359028,1.4192362735042736,0.0
112.900898,24.738877,11.425,0.23809999,69,0.2832142222222222,0.352848,2.6309822337865296,1.0
112.913735,24.738877,11.2,0.1617,70,0.2894986666666667,0.353384,2.814521657435898,1.0
112.926572,24.738877,10.675,0.1767,71,0.3319186666666667,0.364134,2.8186698112820516,1.0
112.939409,24.738877,10.75,0.2031,72,0.2829,0.369669,2.714051756923077,1.0
112.952246,24.738877,11.4,0.0492,73,0.2829,0.369763,3.0978958369230774,1.0
112.965083,24.738877,12.05,0.046,74,0.4720617777777777,0.376541,3.317834654700855,1.0
112.97792,24.738877,12.55,0.504,75,0.5657,0.36133,2.3155088923076925,1.0
112.990757,24.738877,12.8,0.5412,76,1.1620527333333333,0.279227,2.7472470933333333,1.0
113.003594,24.738877,12.925,0.6648,77,1.261716,0.176979,2.4527505938461545,1.0
112.84955,24.747347,13.7,0.6256,78,0.5108028,0.373467,2.0114097876923074,1.0
112.862387,24.747347,13.1,0.848,79,0.4243666666666666,0.358461,1.5978984358974357,0.0
112.875224,24.747347,12.65,0.5146,80,0.3843937777777778,0.351247,2.1013322731623933,1.0
112.888061,24.747347,12.175,0.87649995,81,0.5657,0.36839,1.7258792307692306,0.0
112.900898,24.747347,11.85,0.3177,82,0.5657,0.36712,2.7484157907692306,1.0
112.913735,24.747347,11.25,0.25,83,0.5653857777777778,0.366872,2.8943654700854697,1.0
112.926572,24.747347,10.85,0.14999999,84,0.5657,0.369864,3.1263240238720003,1.0
112.939409,24.747347,10.675,0.0716,85,0.520452,0.36809,3.2620538646153845,1.0
112.952246,24.747347,11.275,0.0543,86,0.4811742222222222,0.357622,3.268708185299145,1.0
112.965083,24.747347,11.975,0.6246,87,0.4792888888888889,0.367961,1.9333601535042733,1.0
112.97792,24.747347,12.575,0.494,88,0.5030782666666667,0.362082,2.27814038974359,1.0
112.84955,24.755817,14.35,0.7395,89,1.0000027555555555,0.36995,2.241550663247863,1.0
112.862387,24.755817,13.9,0.65209997,90,1.2459816,0.360203,2.6750977054621536,1.0
112.875224,24.755817,13.375,0.844,91,0.4434675555555555,0.375791,1.6412508632478633,0.0
112.888061,24.755817,12.6,0.4745,92,0.5657,0.37067,2.3965297538461536,1.0
112.900898,24.755817,11.875,0.3267,93,0.4670342222222222,0.376532,2.638306443760684,1.0
112.913735,24.755817,11.15,0.3267,94,0.4975137777777778,0.37277,2.646776307008547,1.0
112.926572,24.755817,10.625,0.23009999,95,0.4161302222222222,0.374928,2.7849404491711454,1.0
112.939409,24.755817,10.4,0.1249,96,0.5449613333333334,0.372172,3.15648589948718,1.0
112.952246,24.755817,11.225,0.4793,97,0.5503031111111111,0.364187,2.3285836126495725,1.0
112.965083,24.755817,11.775,0.4793,98,0.5556448888888889,0.365502,2.349083467350427,1.0
112.97792,24.755817,12.4,0.479,99,0.5657,0.364133,2.3742165076923074,1.0
112.84955,24.764287,14.675,0.047799997,100,0.9862803999999998,0.373319,3.890603554853907,1.0
112.862387,24.764287,14.2,0.7244,101,1.2537938666666666,0.355711,2.5133741097435895,1.0
112.875224,24.764287,13.575,0.055999998,102,0.5657,0.381675,3.4311179586205536,1.0
