经度,纬度,降水量_avg,相对湿度 (%)_avg,温度_avg,降水量_avg_normalized,相对湿度 (%)_avg_normalized,温度_avg_normalized,加权均值,标记,id
112.952246,24.688057,3117.369318181818,44.268863636363626,20.220454545454547,0.4883227402636184,0.0,0.4813764070650688,0.3280361651250383,0,1
112.965083,24.688057,3069.7102272727275,41.91113636363637,20.79943181818182,0.5777737490935456,0.2945652791186302,0.5746316463805259,0.4850778582131931,0,2
112.97792,24.688057,3024.7329545454545,42.09295454545456,21.38125,0.6621912724480656,0.2718496223522032,0.6683444678319767,0.5375542300414118,0,3
112.862387,24.696527,2997.2102272727275,36.85568181818182,21.50568181818182,0.7138484835558585,0.9261741155091134,0.6883865653884881,0.7750543366948368,1,4
112.888061,24.696527,3262.090909090909,36.26477272727272,18.49375,0.2166958153819904,1.0,0.2032579848082727,0.4664818976872577,0,5
112.939409,24.696527,3203.75,43.018181818181816,19.32045454545454,0.3261954528004094,0.1562553239820537,0.3364143863823551,0.274180093270682,0,6
112.952246,24.696527,3148.4488636363635,40.77227272727273,19.880113636363635,0.429989762402423,0.4368504741893337,0.4265580671730576,0.4311899878430312,0,7
112.965083,24.696527,3068.880681818182,39.35068181818181,20.794318181818184,0.5793307170583966,0.6144585155318301,0.5738079985357379,0.5890663536440368,1,8
112.97792,24.696527,3024.7329545454545,41.15886363636363,21.38125,0.6621912724480656,0.3885513089897212,0.6683444678319767,0.5753655765119676,1,9
112.990757,24.696527,3021.840909090909,39.67818181818182,21.55,0.6676193319967583,0.5735419387813039,0.6955248467099852,0.6454540999794927,1,10
113.003594,24.696527,3028.375,40.352954545454544,21.550568181818186,0.6553555432325214,0.4892384576069046,0.6956163631371843,0.6135313318214112,1,11
113.016431,24.696527,3028.6875,39.779772727272736,21.571590909090915,0.6547690142046666,0.5608495655630623,0.6990024709435358,0.6375206829529698,1,12
112.84955,24.704997,2969.6363636363635,36.40772727272726,21.90397727272728,0.7656016721409378,0.9821398148673984,0.752539580854765,0.8318675271810315,1,13
112.862387,24.704997,2991.653409090909,36.64318181818182,21.61647727272727,0.7242780360875316,0.952723039354874,0.7062322686922303,0.7929165784623506,1,14
112.875224,24.704997,3117.068181818182,36.54454545454544,20.078977272727272,0.488887940963187,0.9650462831506624,0.4585888166925964,0.634134104799293,1,15
112.888061,24.704997,3225.693181818182,36.5625,18.9125,0.2850104508808596,0.9628031120449762,0.270705591653702,0.5003524250483404,0,16
112.900898,24.704997,3377.5454545454545,37.10227272727272,17.231818181818184,0.0,0.8953660060196492,0.0,0.2900985859503663,0,17
112.913735,24.704997,3325.2613636363635,37.85522727272728,17.84431818181818,0.098131638442179,0.8012947924356849,0.098654708520179,0.3261123752193189,0,18
112.926572,24.704997,3253.9602272727275,38.47590909090911,18.736363636363635,0.2319562342703574,0.723749219149295,0.24233549922211,0.3943901823267555,0,19
112.939409,24.704997,3216.9602272727275,41.79886363636364,19.15568181818182,0.3014012711683653,0.308592197171899,0.3098746224947379,0.3062561898887693,0,20
112.952246,24.704997,3154.880681818182,40.57704545454545,19.82840909090909,0.4179179285927565,0.4612414106422849,0.4182300722979776,0.4320477556009597,0,21
112.965083,24.704997,3094.079545454545,39.9025,20.588068181818183,0.5320351490850155,0.5455164972457252,0.5405875354626162,0.5389517170296104,0,22
112.97792,24.704997,3046.619318181818,40.414545454545454,21.17159090909092,0.6211129121699444,0.4815435288772777,0.6345749061956638,0.5799041062027848,1,23
112.990757,24.704997,3037.0227272727275,37.8590909090909,21.388068181818184,0.6391246854071574,0.8008120847293997,0.6694426649583609,0.7005461606938226,1,24
113.003594,24.704997,3028.375,40.22136363636364,21.550568181818186,0.6553555432325214,0.5056789141916049,0.6956163631371843,0.618858039754854,1,25
113.016431,24.704997,3028.6875,40.914545454545454,21.57159090909091,0.6547690142046666,0.4190754727696054,0.6990024709435353,0.5915858768878897,1,26
112.84955,24.713467,3004.244318181818,37.70704545454546,21.51534090909091,0.7006462483470548,0.8198080527003224,0.6899423446508655,0.7360649096560491,1,27
112.862387,24.713467,3075.642045454545,36.99090909090909,20.70738636363636,0.5666403617284484,0.9092793457890842,0.5598059851743385,0.6756187483509697,1,28
112.875224,24.713467,3248.244318181818,36.884772727272725,18.741477272727263,0.2426843833980295,0.9225396104264858,0.2431591470668968,0.4630989565285718,0,29
112.888061,24.713467,3308.846590909091,37.58522727272727,18.02329545454546,0.1289404086507697,0.8350275427338283,0.1274823830877646,0.3572781484759051,0,30
112.900898,24.713467,3370.244318181818,37.934090909090905,17.30227272727273,0.0137034509235168,0.7914418763132485,0.0113480369726365,0.2649887873924276,0,31
112.913735,24.713467,3314.630681818182,37.74045454545455,17.95284090909091,0.1180842895533844,0.8156340507694918,0.1161343461151274,0.3435093290428026,0,32
112.926572,24.713467,3260.954545454545,40.72340909090909,18.63522727272728,0.2188286482105539,0.4429553069453115,0.2260455751807456,0.2935963298777325,0,33
112.939409,24.713467,3222.715909090909,40.7065909090909,19.09886363636364,0.2905984728916948,0.4450565051962067,0.30072297977487,0.3436599784095429,0,34
112.952246,24.713467,3164.7329545454545,41.37022727272727,19.75227272727273,0.3994262679691166,0.3621443579987499,0.4059668710533545,0.3892960288578206,0,35
112.965083,24.713467,3104.0738636363635,40.70545454545455,20.516477272727272,0.5132768843578042,0.445198478050995,0.5290564656355818,0.4959217959351757,0,36
112.97792,24.713467,3067.9886363636365,39.76772727272727,20.984659090909087,0.5810049908288186,0.5623544778238394,0.6044660016472955,0.5819536058391115,1,37
112.990757,24.713467,3060.465909090909,40.15454545454544,21.16875,0.5951243441539054,0.5140269180532688,0.6341173240596691,0.5804686861092168,1,38
113.003594,24.713467,3052.2954545454545,40.16931818181817,21.338068181818183,0.6104594121912725,0.5121812709409965,0.6613892193648768,0.5937943769639171,1,39
112.84955,24.721937,3055.0,40.165,20.85170454545454,0.6053832700592927,0.5127207677891978,0.5830511576828039,0.5687056498355882,1,40
