经度,纬度,降水量_avg,相对湿度 (%)_avg,温度_avg,降水量_avg_normalized,相对湿度 (%)_avg_normalized,温度_avg_normalized,加权均值,标记,id
112.952246,24.688057,621.778125,66.96549999999999,9.035625,0.4972544658372136,0.2584546350005456,0.5039421385287032,0.4218762471081971,0,1
112.965083,24.688057,609.7125,67.49412499999995,9.481250000000005,0.631438103843748,0.2005992119951867,0.5968593210399442,0.4815418256092806,0,2
112.97792,24.688057,598.63125,66.61362499999998,9.92875,0.754674358796135,0.2969656342344307,0.6901674594383276,0.5871536760295162,1,3
112.862387,24.696527,610.240625,63.10862500000002,10.118750000000006,0.6255647459512057,0.6805707562657295,0.7297843226689275,0.6744441271549925,1,4
112.888061,24.696527,649.053125,64.06187500000001,7.698437500000002,0.1939250712448738,0.5762422020356759,0.2251254316804594,0.3270935290308981,0,5
112.939409,24.696527,634.834375,65.12787499999996,8.325000000000003,0.3520539375825396,0.4595737112837936,0.3557698573011023,0.3879976883378776,0,6
112.952246,24.696527,628.04375,66.7565,8.769375,0.4275735038576488,0.2813286636751642,0.4484264025542457,0.3864043394501096,0,7
112.965083,24.696527,611.421875,66.19025000000002,9.4653125,0.6124278862862306,0.3433019590675231,0.5935361959992186,0.5196013621618398,0,8
112.97792,24.696527,598.63125,66.73225000000001,9.92875,0.754674358796135,0.2839827076720992,0.6901674594383276,0.5829472078233208,1,9
112.990757,24.696527,597.321875,66.98637500000002,9.99375,0.7692361159379997,0.256169968260912,0.7037205968593218,0.5834790594051772,1,10
113.003594,24.696527,594.690625,67.427875,9.948750000000002,0.7984986446097174,0.2078499507496963,0.6943376555678645,0.5760884930645984,0,11
113.016431,24.696527,592.690625,66.42637499999998,9.951562499999998,0.8207409466879826,0.3174592316953047,0.6949240893985797,0.620184247558113,1,12
112.84955,24.704997,603.45,63.75875,10.393750000000002,0.7010843122263148,0.609417751997372,0.7871245194500567,0.6970243284648124,1,13
112.862387,24.704997,608.7625,63.25262500000002,10.199375,0.6420031973309231,0.6648106599540292,0.7465954258161211,0.6805612993093986,1,14
112.875224,24.704997,627.675,63.327375,8.986562500000002,0.4316744283033299,0.6566296377366734,0.4937121261484338,0.5230471501175742,0,15
112.888061,24.704997,643.109375,63.757625,8.045937499999999,0.260026412733718,0.6095408777498073,0.2975825894311594,0.3844608400547685,0,16
112.900898,24.704997,664.8625,63.70337500000001,6.618749999999999,0.0181066240355883,0.6154782751450125,0.0,0.2062592650324364,0,17
112.913735,24.704997,653.10625,64.22274999999999,7.1253125000000015,0.1488496559393893,0.5586352194374515,0.1056232488434228,0.2687387091981635,0,18
