timestamp,event,row,col,energy_left_J,cum_energy_J,cum_time_sec
2025-08-29T17:24:10,takeoff,127,251,539640,89959740,0
2025-08-29T17:35:33,arrive_task,112,270,534175,89965205,683
2025-08-29T17:35:33,photo_point,98,249,525118,89974262,1815
2025-08-29T17:35:33,photo_point,98,250,524882,89974498,1845
2025-08-29T17:35:33,photo_point,98,251,524610,89974770,1879
2025-08-29T17:35:33,photo_point,98,252,524272,89975108,1921
2025-08-29T17:35:33,photo_point,98,253,524036,89975343,1950
2025-08-29T17:35:33,photo_point,98,254,523641,89975738,2000
2025-08-29T17:35:33,photo_point,98,255,522475,89976904,2146
2025-08-29T17:35:33,photo_point,98,256,522222,89977158,2177
2025-08-29T17:35:33,photo_point,98,257,521912,89977467,2216
2025-08-29T17:35:33,photo_point,98,258,521374,89978005,2283
2025-08-29T17:35:33,photo_point,98,259,520780,89978600,2358
2025-08-29T17:35:33,photo_point,98,260,520356,89979024,2410
2025-08-29T17:35:33,photo_point,98,261,519961,89979419,2460
2025-08-29T17:35:33,photo_point,98,262,519595,89979785,2506
2025-08-29T17:35:33,photo_point,98,263,519314,89980066,2541
2025-08-29T17:35:33,photo_point,98,264,519078,89980302,2570
2025-08-29T17:35:33,photo_point,98,265,518833,89980546,2601
2025-08-29T17:35:33,photo_point,98,266,518524,89980856,2640
2025-08-29T17:35:33,photo_point,98,267,518243,89981137,2675
2025-08-29T17:35:33,photo_point,98,268,518025,89981354,2702
2025-08-29T17:35:33,photo_point,98,269,517816,89981563,2728
2025-08-29T17:35:33,photo_point,98,270,517545,89981835,2762
2025-08-29T17:35:33,photo_point,98,271,517150,89982230,2811
2025-08-29T17:35:33,photo_point,98,272,516840,89982539,2850
2025-08-29T17:35:33,photo_point,98,273,516596,89982784,2881
2025-08-29T17:35:33,photo_point,98,274,516333,89983047,2913
2025-08-29T17:35:33,photo_point,98,275,515966,89983413,2959
2025-08-29T17:35:33,photo_point,98,276,515600,89983780,3005
2025-08-29T17:35:33,photo_point,98,277,515346,89984034,3037
2025-08-29T17:35:33,photo_point,98,278,514922,89984457,3090
2025-08-29T17:35:33,photo_point,98,279,514669,89984711,3121
2025-08-29T17:35:33,photo_point,98,280,514406,89984974,3154
2025-08-29T17:35:33,photo_point,98,281,514134,89985246,3188
2025-08-29T17:35:33,photo_point,98,282,513925,89985454,3214
2025-08-29T17:35:33,photo_point,98,283,513698,89985681,3243
2025-08-29T17:35:33,photo_point,98,284,513481,89985899,3270
2025-08-29T17:35:33,photo_point,98,285,513371,89986009,3284
2025-08-29T17:35:33,photo_point,98,286,513198,89986182,3305
2025-08-29T17:35:33,photo_point,98,287,512998,89986381,3330
2025-08-29T17:35:33,photo_point,98,288,512753,89986626,3361
2025-08-29T17:35:33,photo_point,98,289,512444,89986935,3399
2025-08-29T17:35:33,photo_point,98,290,512217,89987162,3428
2025-08-29T17:35:33,photo_point,98,291,512027,89987353,3452
2025-08-29T17:35:33,photo_point,99,291,511881,89987499,3470
2025-08-29T17:35:33,photo_point,99,290,511372,89988008,3534
2025-08-29T17:35:33,photo_point,99,289,510862,89988517,3597
2025-08-29T17:35:33,photo_point,99,288,510496,89988884,3643
2025-08-29T17:35:33,photo_point,99,287,510187,89989193,3682
2025-08-29T17:35:33,photo_point,99,286,509677,89989702,3745
2025-08-29T17:35:33,photo_point,99,285,508997,89990383,3830
2025-08-29T17:35:33,photo_point,99,284,508345,89991035,3912
2025-08-29T17:35:33,photo_point,99,283,507465,89991915,4022
2025-08-29T17:35:33,photo_point,99,282,506898,89992481,4093
2025-08-29T17:35:33,photo_point,99,281,506503,89992876,4142
2025-08-29T17:35:33,photo_point,99,280,506222,89993157,4177
2025-08-29T17:35:33,photo_point,99,279,505856,89993524,4223
2025-08-29T17:35:33,photo_point,99,278,505620,89993759,4252
2025-08-29T17:35:33,photo_point,99,277,505411,89993968,4279
2025-08-29T17:35:33,photo_point,99,276,505045,89994335,4324
2025-08-29T17:35:33,photo_point,99,275,504736,89994644,4363
2025-08-29T17:35:33,photo_point,99,274,504455,89994925,4398
2025-08-29T17:35:33,photo_point,99,273,504060,89995320,4448
2025-08-29T17:35:33,photo_point,99,272,503750,89995629,4486
2025-08-29T17:35:33,photo_point,99,271,503479,89995901,4520
2025-08-29T17:35:33,photo_point,99,270,503169,89996210,4559
2025-08-29T17:35:33,photo_point,99,269,502933,89996446,4588
2025-08-29T17:35:33,photo_point,99,268,502624,89996755,4627
2025-08-29T17:35:33,photo_point,99,267,502086,89997293,4694
2025-08-29T17:35:33,photo_point,99,266,501720,89997660,4740
2025-08-29T17:35:33,photo_point,99,265,501502,89997877,4767
2025-08-29T17:35:33,photo_point,99,264,501193,89998187,4806
2025-08-29T17:35:33,photo_point,99,263,500712,89998667,4866
2025-08-29T17:35:33,photo_point,99,262,500289,89999091,4919
2025-08-29T17:35:33,photo_point,99,261,499979,89999400,4958
2025-08-29T17:35:33,photo_point,99,260,499779,89999600,4983
2025-08-29T17:35:33,photo_point,99,259,499517,89999863,5015
2025-08-29T17:35:33,photo_point,99,258,499299,90000081,5043
2025-08-29T17:35:33,photo_point,99,257,499081,90000299,5070
2025-08-29T17:35:33,photo_point,99,256,498863,90000516,5097
2025-08-29T17:35:33,photo_point,99,255,498618,90000761,5128
2025-08-29T17:35:33,photo_point,99,254,498437,90000943,5150
2025-08-29T17:35:33,photo_point,99,253,498192,90001188,5181
2025-08-29T17:35:33,photo_point,99,252,498010,90001370,5204
2025-08-29T17:35:33,photo_point,99,251,497747,90001632,5237
2025-08-29T17:35:33,photo_point,99,250,497466,90001913,5272
2025-08-29T17:35:33,photo_point,99,249,496957,90002422,5335
2025-08-29T17:35:33,photo_point,100,249,496766,90002613,5359
2025-08-29T17:35:33,photo_point,100,250,496576,90002804,5383
2025-08-29T17:35:33,photo_point,100,251,495952,90003427,5461
2025-08-29T17:35:33,photo_point,100,252,495614,90003765,5503
2025-08-29T17:35:33,photo_point,100,253,495352,90004028,5536
2025-08-29T17:35:33,photo_point,100,254,494671,90004709,5621
2025-08-29T17:35:33,photo_point,100,255,494276,90005104,5670
2025-08-29T17:35:33,photo_point,100,256,493995,90005384,5706
2025-08-29T17:35:33,photo_point,100,257,493572,90005808,5759
2025-08-29T17:35:33,photo_point,100,258,493120,90006260,5815
2025-08-29T17:35:33,photo_point,100,259,492782,90006598,5857
2025-08-29T17:35:33,photo_point,100,260,492244,90007136,5925
2025-08-29T17:35:33,photo_point,100,261,491877,90007502,5970
2025-08-29T17:35:33,photo_point,100,262,491568,90007811,6009
2025-08-29T17:35:33,photo_point,100,263,491287,90008092,6044
2025-08-29T17:35:33,photo_point,100,264,491052,90008328,6074
2025-08-29T17:35:33,photo_point,100,265,490789,90008591,6106
2025-08-29T17:35:33,photo_point,100,266,490508,90008872,6142
2025-08-29T17:35:33,photo_point,100,267,490281,90009098,6170
2025-08-29T17:35:33,photo_point,100,268,490000,90009379,6205
2025-08-29T17:35:33,photo_point,100,269,489577,90009803,6258
2025-08-29T17:35:33,photo_point,100,270,489296,90010084,6293
2025-08-29T17:35:33,photo_point,100,271,488930,90010450,6339
2025-08-29T17:35:33,photo_point,100,272,488676,90010704,6371
2025-08-29T17:35:33,photo_point,100,273,488395,90010985,6406
2025-08-29T17:35:33,photo_point,100,274,488150,90011229,6436
2025-08-29T17:35:33,photo_point,100,275,487887,90011492,6469
2025-08-29T17:35:33,photo_point,100,276,487643,90011737,6500
2025-08-29T17:35:33,photo_point,100,277,487305,90012075,6542
2025-08-29T17:35:33,photo_point,100,278,486795,90012584,6606
2025-08-29T17:35:33,photo_point,100,279,486533,90012847,6638
2025-08-29T17:35:33,photo_point,100,280,486279,90013101,6670
2025-08-29T17:35:33,photo_point,100,281,486016,90013364,6703
2025-08-29T17:35:33,photo_point,100,282,485744,90013635,6737
2025-08-29T17:35:33,photo_point,100,283,485526,90013853,6764
2025-08-29T17:35:33,photo_point,100,284,485444,90013936,6775
2025-08-29T17:35:33,photo_point,100,285,485271,90014109,6796
2025-08-29T17:35:33,photo_point,100,286,485143,90014237,6812
2025-08-29T17:35:33,photo_point,100,287,484889,90014490,6844
2025-08-29T17:35:33,photo_point,100,288,484608,90014771,6879
2025-08-29T17:35:33,photo_point,100,289,484373,90015007,6908
2025-08-29T17:35:33,photo_point,100,290,484164,90015216,6935
2025-08-29T17:35:33,photo_point,100,291,483937,90015443,6963
2025-08-29T17:35:33,photo_point,101,291,483710,90015669,6991
2025-08-29T17:35:33,photo_point,101,290,483344,90016036,7037
2025-08-29T17:35:33,photo_point,101,289,482892,90016488,7094
2025-08-29T17:35:33,photo_point,101,288,482440,90016940,7150
2025-08-29T17:35:33,photo_point,101,287,482073,90017306,7196
2025-08-29T17:35:33,photo_point,101,286,481621,90017759,7252
2025-08-29T17:35:33,photo_point,101,285,481169,90018211,7309
2025-08-29T17:35:33,photo_point,101,284,480631,90018748,7376
2025-08-29T17:35:33,photo_point,101,283,479580,90019800,7508
2025-08-29T17:35:33,photo_point,101,282,479270,90020109,7546
2025-08-29T17:35:33,photo_point,101,281,478932,90020447,7588
2025-08-29T17:35:33,photo_point,101,280,478623,90020757,7627
2025-08-29T17:35:33,photo_point,101,279,478314,90021066,7666
2025-08-29T17:35:33,photo_point,101,278,478033,90021347,7701
2025-08-29T17:35:33,photo_point,101,277,477797,90021583,7730
2025-08-29T17:35:33,photo_point,101,276,477543,90021836,7762
2025-08-29T17:35:33,photo_point,101,275,477120,90022260,7815
2025-08-29T17:35:33,photo_point,101,274,476582,90022798,7882
2025-08-29T17:35:33,photo_point,101,273,476215,90023164,7928
2025-08-29T17:35:33,photo_point,101,272,475935,90023445,7963
2025-08-29T17:35:33,photo_point,101,271,475597,90023783,8005
2025-08-29T17:35:33,photo_point,101,270,475230,90024149,8051
2025-08-29T17:35:33,photo_point,101,269,474892,90024487,8093
2025-08-29T17:35:33,photo_point,101,268,474648,90024732,8124
2025-08-29T17:35:33,photo_point,101,267,474338,90025041,8163
2025-08-29T17:35:33,photo_point,101,266,474120,90025259,8190
2025-08-29T17:35:33,photo_point,101,265,473867,90025513,8222
2025-08-29T17:35:33,photo_point,101,264,473557,90025822,8260
2025-08-29T17:35:33,photo_point,101,263,473134,90026246,8313
2025-08-29T17:35:33,photo_point,101,262,472710,90026669,8366
2025-08-29T17:35:33,photo_point,101,261,472344,90027036,8412
2025-08-29T17:35:33,photo_point,101,260,472180,90027200,8433
2025-08-29T17:35:33,photo_point,101,259,471944,90027435,8462
2025-08-29T17:35:33,photo_point,101,258,471549,90027830,8511
2025-08-29T17:35:33,photo_point,101,257,471277,90028102,8545
2025-08-29T17:35:33,photo_point,101,256,470997,90028383,8580
2025-08-29T17:35:33,photo_point,101,255,470752,90028628,8611
2025-08-29T17:35:33,photo_point,101,254,470516,90028864,8641
2025-08-29T17:35:33,photo_point,101,253,470325,90029054,8664
2025-08-29T17:35:33,photo_point,101,252,470089,90029290,8694
2025-08-29T17:35:33,photo_point,101,251,469863,90029517,8722
2025-08-29T17:35:33,photo_point,101,250,469496,90029884,8768
2025-08-29T17:35:33,photo_point,101,249,468930,90030450,8839
2025-08-29T17:35:33,photo_point,102,249,468685,90030695,8869
2025-08-29T17:35:33,photo_point,102,250,468467,90030912,8897
2025-08-29T17:35:33,photo_point,102,251,468204,90031175,8929
2025-08-29T17:35:33,photo_point,102,252,467866,90031513,8972
2025-08-29T17:35:33,photo_point,102,253,467386,90031994,9032
2025-08-29T17:35:33,photo_point,102,254,467132,90032248,9063
2025-08-29T17:35:33,photo_point,102,255,466794,90032585,9106
2025-08-29T17:35:33,photo_point,102,256,466057,90033323,9198
2025-08-29T17:35:33,photo_point,102,257,465719,90033661,9240
2025-08-29T17:35:33,photo_point,102,258,465519,90033861,9265
2025-08-29T17:35:33,photo_point,102,259,465274,90034106,9296
2025-08-29T17:35:33,photo_point,102,260,464850,90034529,9349
2025-08-29T17:35:33,photo_point,102,261,464398,90034981,9405
2025-08-29T17:35:33,photo_point,102,262,464118,90035262,9440
2025-08-29T17:35:33,photo_point,102,263,463846,90035534,9474
2025-08-29T17:35:33,photo_point,102,264,463610,90035770,9504
2025-08-29T17:35:33,photo_point,102,265,463356,90036023,9535
2025-08-29T17:35:33,photo_point,102,266,463018,90036361,9578
2025-08-29T17:35:33,photo_point,102,267,462423,90036956,9652
2025-08-29T17:35:33,photo_point,102,268,462114,90037266,9691
2025-08-29T17:35:33,photo_point,102,269,461776,90037603,9733
2025-08-29T17:35:33,photo_point,102,270,461549,90037830,9761
2025-08-29T17:35:33,photo_point,102,271,461305,90038075,9792
2025-08-29T17:35:33,photo_point,102,272,461033,90038347,9826
2025-08-29T17:35:33,photo_point,102,273,460770,90038610,9859
2025-08-29T17:35:33,photo_point,102,274,460461,90038919,9897
2025-08-29T17:35:33,photo_point,102,275,460225,90039155,9927
2025-08-29T17:35:33,photo_point,102,276,459971,90039409,9959
2025-08-29T17:35:33,photo_point,102,277,459690,90039689,9994
2025-08-29T17:35:33,photo_point,102,278,459324,90040056,10040
2025-08-29T17:35:33,photo_point,102,279,459043,90040337,10075
2025-08-29T17:35:33,photo_point,102,280,458789,90040590,10106
2025-08-29T17:35:33,photo_point,102,281,458526,90040853,10139
2025-08-29T17:35:33,photo_point,102,282,458255,90041125,10173
2025-08-29T17:35:33,photo_point,102,283,458001,90041379,10205
2025-08-29T17:35:33,photo_point,102,284,457918,90041462,10215
2025-08-29T17:35:33,photo_point,102,285,457691,90041688,10244
2025-08-29T17:35:33,photo_point,102,286,457482,90041897,10270
2025-08-29T17:35:33,photo_point,102,287,457247,90042133,10299
2025-08-29T17:35:33,photo_point,102,288,457002,90042378,10330
2025-08-29T17:35:33,photo_point,102,289,456784,90042596,10357
2025-08-29T17:35:33,photo_point,102,290,456566,90042813,10384
2025-08-29T17:35:33,photo_point,102,291,456312,90043067,10416
2025-08-29T17:35:33,photo_point,103,291,455974,90043405,10458
2025-08-29T17:35:33,photo_point,103,290,455637,90043743,10500
2025-08-29T17:35:33,photo_point,103,289,455242,90044138,10550
2025-08-29T17:35:33,photo_point,103,288,454818,90044562,10603
2025-08-29T17:35:33,photo_point,103,287,454537,90044842,10638
2025-08-29T17:35:33,photo_point,103,286,454171,90045209,10684
2025-08-29T17:35:33,photo_point,103,285,453776,90045604,10733
2025-08-29T17:35:33,photo_point,103,284,453267,90046113,10797
2025-08-29T17:35:33,photo_point,103,283,452672,90046708,10871
2025-08-29T17:35:33,photo_point,103,282,452020,90047360,10953
2025-08-29T17:35:33,photo_point,103,281,451682,90047698,10995
2025-08-29T17:35:33,photo_point,103,280,451373,90048007,11033
2025-08-29T17:35:33,photo_point,103,279,451006,90048374,11079
2025-08-29T17:35:33,photo_point,103,278,450668,90048711,11121
2025-08-29T17:35:33,photo_point,103,277,450405,90048974,11154
2025-08-29T17:35:33,photo_point,103,276,450010,90049369,11204
2025-08-29T17:35:33,photo_point,103,275,449748,90049632,11237
2025-08-29T17:35:33,photo_point,103,274,449210,90050170,11304
2025-08-29T17:35:33,photo_point,103,273,448956,90050424,11335
2025-08-29T17:35:33,photo_point,103,272,448711,90050668,11366
2025-08-29T17:35:33,photo_point,103,271,448457,90050922,11398
2025-08-29T17:35:33,photo_point,103,270,447977,90051403,11458
2025-08-29T17:35:33,photo_point,103,269,447639,90051741,11500
2025-08-29T17:35:33,photo_point,103,268,447272,90052107,11546
2025-08-29T17:35:33,photo_point,103,267,446935,90052445,11588
2025-08-29T17:35:33,photo_point,103,266,446726,90052654,11614
2025-08-29T17:35:33,photo_point,103,265,446490,90052890,11644
2025-08-29T17:35:33,photo_point,103,264,446123,90053256,11690
2025-08-29T17:35:33,photo_point,103,263,445671,90053708,11746
2025-08-29T17:35:33,photo_point,103,262,445276,90054103,11795
2025-08-29T17:35:33,photo_point,103,261,445032,90054348,11826
2025-08-29T17:35:33,photo_point,103,260,444859,90054521,11848
2025-08-29T17:35:33,photo_point,103,259,444614,90054766,11878
2025-08-29T17:35:33,photo_point,103,258,444133,90055246,11938
2025-08-29T17:35:33,photo_point,103,257,443710,90055670,11991
2025-08-29T17:35:33,photo_point,103,256,443465,90055915,12022
2025-08-29T17:35:33,photo_point,103,255,443247,90056132,12049
2025-08-29T17:35:33,photo_point,103,254,442975,90056404,12083
2025-08-29T17:35:33,photo_point,103,253,442580,90056799,12132
2025-08-29T17:35:33,photo_point,103,252,442309,90057071,12166
2025-08-29T17:35:33,photo_point,103,251,442028,90057352,12202
2025-08-29T17:35:33,photo_point,103,250,441633,90057747,12251
2025-08-29T17:35:33,photo_point,103,249,441209,90058170,12304
2025-08-29T17:35:33,photo_point,104,249,440814,90058565,12353
2025-08-29T17:35:33,photo_point,104,250,440578,90058801,12383
2025-08-29T17:35:33,photo_point,104,251,440334,90059046,12413
2025-08-29T17:35:33,photo_point,104,252,440080,90059300,12445
2025-08-29T17:35:33,photo_point,104,253,439826,90059554,12477
2025-08-29T17:35:33,photo_point,104,254,439563,90059816,12510
2025-08-29T17:35:33,photo_point,104,255,439318,90060061,12540
2025-08-29T17:35:33,photo_point,104,256,439038,90060342,12575
2025-08-29T17:35:33,photo_point,104,257,438614,90060766,12628
2025-08-29T17:35:33,photo_point,104,258,438342,90061037,12662
2025-08-29T17:35:33,photo_point,104,259,438070,90061309,12696
2025-08-29T17:35:33,photo_point,104,260,437826,90061554,12727
2025-08-29T17:35:33,photo_point,104,261,437345,90062035,12787
2025-08-29T17:35:33,photo_point,104,262,436979,90062401,12833
2025-08-29T17:35:33,photo_point,104,263,436641,90062739,12875
2025-08-29T17:35:33,photo_point,104,264,436360,90063020,12910
2025-08-29T17:35:33,photo_point,104,265,436097,90063283,12943
2025-08-29T17:35:33,photo_point,104,266,435852,90063527,12973
2025-08-29T17:35:33,photo_point,104,267,435607,90063772,13004
2025-08-29T17:35:33,photo_point,104,268,435270,90064110,13046
2025-08-29T17:35:33,photo_point,104,269,434960,90064419,13085
2025-08-29T17:35:33,photo_point,104,270,434688,90064691,13119
2025-08-29T17:35:33,photo_point,104,271,434471,90064909,13146
2025-08-29T17:35:33,photo_point,104,272,434047,90065333,13199
2025-08-29T17:35:33,photo_point,104,273,433566,90065813,13259
2025-08-29T17:35:33,photo_point,104,274,433143,90066237,13312
2025-08-29T17:35:33,photo_point,104,275,432898,90066482,13343
2025-08-29T17:35:33,photo_point,104,276,432653,90066726,13373
2025-08-29T17:35:33,photo_point,104,277,432399,90066980,13405
2025-08-29T17:35:33,photo_point,104,278,432090,90067289,13444
2025-08-29T17:35:33,photo_point,104,279,431724,90067656,13490
2025-08-29T17:35:33,photo_point,104,280,431470,90067910,13521
2025-08-29T17:35:33,photo_point,104,281,431207,90068173,13554
2025-08-29T17:35:33,photo_point,104,282,430971,90068408,13584
