timestamp,event,row,col,energy_left_J,cum_energy_J,cum_time_sec
2025-08-05T15:46:03,takeoff,432,124,539640,26493012,0
2025-08-05T15:58:40,arrive_task,450,141,533588,26499065,757
2025-08-05T15:58:40,photo_point,437,120,526024,26506628,1702
2025-08-05T15:58:40,photo_point,437,121,525544,26507109,1762
2025-08-05T15:58:40,photo_point,437,122,525234,26507418,1801
2025-08-05T15:58:40,photo_point,437,123,525035,26507618,1826
2025-08-05T15:58:40,photo_point,437,124,524826,26507827,1852
2025-08-05T15:58:40,photo_point,437,125,524516,26508136,1890
2025-08-05T15:58:40,photo_point,437,126,523836,26508817,1976
2025-08-05T15:58:40,photo_point,437,127,523609,26509043,2004
2025-08-05T15:58:40,photo_point,437,128,522929,26509724,2089
2025-08-05T15:58:40,photo_point,437,129,522477,26510176,2145
2025-08-05T15:58:40,photo_point,437,130,522196,26510457,2181
2025-08-05T15:58:40,photo_point,437,131,521801,26510852,2230
2025-08-05T15:58:40,photo_point,437,132,521149,26511504,2311
2025-08-05T15:58:40,photo_point,437,133,520725,26511927,2364
2025-08-05T15:58:40,photo_point,437,134,520359,26512294,2410
2025-08-05T15:58:40,photo_point,437,135,519107,26513545,2567
2025-08-05T15:58:40,photo_point,437,136,518398,26514254,2655
2025-08-05T15:58:40,photo_point,437,137,517775,26514878,2733
2025-08-05T15:58:40,photo_point,437,138,517209,26515444,2804
2025-08-05T15:58:40,photo_point,437,139,516157,26516496,2935
2025-08-05T15:58:40,photo_point,437,140,515790,26516862,2981
2025-08-05T15:58:40,photo_point,437,141,515224,26517428,3052
2025-08-05T15:58:40,photo_point,437,142,514829,26517823,3101
2025-08-05T15:58:40,photo_point,437,143,514520,26518133,3140
2025-08-05T15:58:40,photo_point,437,144,514383,26518270,3157
2025-08-05T15:58:40,photo_point,437,145,513959,26518693,3210
2025-08-05T15:58:40,photo_point,437,146,513859,26518794,3223
2025-08-05T15:58:40,photo_point,437,147,513650,26519003,3249
2025-08-05T15:58:40,photo_point,437,148,513522,26519130,3265
2025-08-05T15:58:40,photo_point,437,149,513394,26519258,3281
2025-08-05T15:58:40,photo_point,437,150,513248,26519404,3299
2025-08-05T15:58:40,photo_point,437,151,513130,26519523,3314
2025-08-05T15:58:40,photo_point,437,152,512993,26519660,3331
2025-08-05T15:58:40,photo_point,437,153,512820,26519832,3352
2025-08-05T15:58:40,photo_point,437,154,512593,26520059,3381
2025-08-05T15:58:40,photo_point,437,155,512348,26520304,3411
2025-08-05T15:58:40,photo_point,437,156,512113,26520540,3441
2025-08-05T15:58:40,photo_point,437,157,511859,26520794,3473
