,,,,,,,,,∑Áœ’µ»º∂,id
112.888061,24.781227,620.55,62.0805,9.1659375,0.489087371,0.206905987,0.531113573,0.409035643,0,127
112.900898,24.781227,619.571875,60.19,9.04625,0.478209495,0,0.506157555,0.32812235,0,128
112.913735,24.781227,629.859375,62.136375,8.5228125,0.592618336,0.213021232,0.397015703,0.400885091,0,129
112.926572,24.781227,639.528125,63.269125,8.07375,0.700145965,0.336995184,0.303381768,0.446840973,0,130
112.939409,24.781227,650.33125,60.9565,7.516875,0.82028915,0.083889679,0.18726787,0.363815566,0,131
112.952246,24.781227,659.5625,65.291,7.2065625,0.922951275,0.558279523,0.122564671,0.53459849,1,132
112.965083,24.781227,647.33125,65.510125,7.9903125,0.786925697,0.582261683,0.285984231,0.551723871,1,133
112.97792,24.781227,626.4125,63.56025,8.88125,0.554285119,0.368857393,0.471753437,0.464965316,0,134
112.84955,24.789697,588.559375,65.203875,10.601875,0.133314798,0.548744117,0.830520623,0.504193179,0,135
112.862387,24.789697,601.940625,61.77375,9.96125,0.2821297,0.173333698,0.696944028,0.384135809,0,136
112.875224,24.789697,617.221875,61.654125,9.3459375,0.45207479,0.160241326,0.568645338,0.393653818,0,137
112.888061,24.789697,624.403125,62.93725,9.0125,0.531938556,0.300673087,0.499120349,0.443910664,0,138
112.900898,24.789697,626.61875,62.106125,8.806875,0.556578856,0.209710518,0.45624552,0.407511631,0,139
112.913735,24.789697,639.10625,61.186125,8.15875,0.69545423,0.109021013,0.321105102,0.375193448,0,140
112.926572,24.789697,650.796875,63.508375,7.5540625,0.825467436,0.363179928,0.195021828,0.461223064,0,141
112.939409,24.789697,659.16875,61.860625,7.1603125,0.918572322,0.182841742,0.112921092,0.404778386,0,142
112.952246,24.789697,660.4625,64.742,7.105,0.932960311,0.498194156,0.101387893,0.510847453,0,143
112.965083,24.789697,650.278125,64.29275,7.7846875,0.819698339,0.449025938,0.243109402,0.50394456,0,144
112.97792,24.789697,632.2375,64.39525,8.6796875,0.619065823,0.460244063,0.429725679,0.503011855,0,145
112.84955,24.798167,591.89375,64.64,10.4440625,0.170396886,0.487030754,0.797615169,0.48501427,0,146
112.862387,24.798167,599.103125,63.427375,10.0559375,0.250573434,0.354314874,0.7166873,0.440525203,0,147
112.875224,24.798167,597.615625,63.095125,9.9840625,0.234030722,0.317951735,0.701700658,0.417894372,0,148
112.888061,24.798167,608.69375,64.546125,9.4453125,0.357232224,0.476756594,0.589366,0.474451606,0,149
112.900898,24.798167,623.975,62.037625,8.865,0.527177313,0.202213527,0.468365153,0.399251998,0,150
112.913735,24.798167,635.45625,63.211625,8.2778125,0.654862028,0.33070209,0.345930801,0.44383164,0,151
112.926572,24.798167,648.090625,62.708,7.65375,0.795370821,0.275582795,0.21580765,0.428920422,0,152
112.939409,24.798167,658.51875,63.22875,7.1540625,0.911343574,0.332576338,0.111617906,0.451845939,0,153
112.952246,24.798167,666.490625,63.753625,6.8928125,1,0.390021342,0.057144719,0.482388687,0,154
112.965083,24.798167,658.215625,63.59575,7.370625,0.907972475,0.372742695,0.156773311,0.479162827,0,155
112.97792,24.798167,646.996875,65.181875,7.9434375,0.783207062,0.546336325,0.276210334,0.53525124,1,156
112.875224,24.806637,580.825,64.118375,10.5553125,0.047299646,0.429941447,0.820811885,0.432684326,0,157
112.888061,24.806637,591.15,64.990125,10.069375,0.16212553,0.525350224,0.719489151,0.468988302,0,158
112.900898,24.806637,610.153125,63.35725,9.3340625,0.373462153,0.346640035,0.566169284,0.428757157,0,159
112.913735,24.806637,627.953125,63.550125,8.521875,0.571418642,0.367749261,0.396820225,0.445329376,0,160
112.926572,24.806637,642.340625,62.949875,7.923125,0.731424202,0.302054832,0.271974979,0.435151338,0,161
112.939409,24.806637,652.521875,63.38725,7.4453125,0.844651421,0.349923388,0.172346387,0.455640399,0,162
112.952246,24.806637,663.7,63.52175,7.0265625,0.968965038,0.364643756,0.085032905,0.472880566,0,163
112.965083,24.806637,660.771875,63.469875,7.2403125,0.936400917,0.358966291,0.129601877,0.474989695,0,164
112.97792,24.806637,647.66875,66.17575,7.918125,0.790679085,0.655111087,0.27093243,0.572240867,1,165
112.875224,24.815107,576.571875,63.725125,10.66,0,0.386902156,0.842640255,0.40984747,0,166
112.888061,24.815107,587.671875,63.624625,10.16,0.123444777,0.375902922,0.738385352,0.412577684,0,167
112.900898,24.815107,610.23125,63.84225,9.33625,0.374330993,0.399720915,0.566625399,0.446892436,0,168
112.913735,24.815107,631.71875,62.371,8.46625,0.613296726,0.238699792,0.385221867,0.412406129,0,169
112.926572,24.815107,646.4,63.21425,7.765,0.776569125,0.330989384,0.239004366,0.448854291,0,170
112.939409,24.815107,656.640625,63.341,7.25125,0.890456662,0.344861552,0.131882453,0.455733556,0,171
112.952246,24.815107,665.05,62.301625,7.01875,0.983978592,0.231107037,0.083403923,0.432829851,0,172
112.965083,24.815107,650.609375,64.604875,7.665,0.82338222,0.483186494,0.218153385,0.5082407,0,173
112.875224,24.823577,580.275,62.302625,10.4028125,0.041183012,0.231216482,0.78901414,0.353804545,0,174
112.888061,24.823577,588.390625,64.35275,10.130625,0.131438104,0.455592645,0.732260377,0.439763709,0,175
112.900898,24.823577,614.359375,62.491,9.135,0.420240495,0.251833206,0.524662801,0.398912167,0,176
112.913735,24.823577,632.015625,64.176125,8.3984375,0.616598318,0.436261902,0.371082296,0.474647505,0,177
112.926572,24.823577,651.95625,63.01275,7.556875,0.83836102,0.308936193,0.195608262,0.447635159,0,178
112.939409,24.823577,661.55625,64.8185,7.1125,0.94512407,0.506566707,0.102951717,0.518214165,0,179
112.952246,24.823577,665.05,61.79325,7.01875,0.983978592,0.175467878,0.083403923,0.414283464,0,180
112.965083,24.823577,651.8625,66.349375,7.645625,0.837318412,0.674113495,0.214113508,0.575181805,1,181
112.888061,24.832047,585.709375,64.878875,10.159375,0.101619518,0.513174456,0.738255034,0.451016336,0,182
112.900898,24.832047,617.528125,65.1355,8.9896875,0.455480642,0.541260808,0.494363719,0.497035056,0,183
112.913735,24.832047,627.346875,64.372375,8.6053125,0.564676444,0.457740506,0.414217762,0.478878237,0,184
112.888061,24.840517,580.934375,64.904625,10.271875,0.048516021,0.515992667,0.761712387,0.442073692,0,185
112.888061,24.848987,580.934375,65.963625,10.271875,0.048516021,0.631895042,0.761712387,0.480707817,0,186
