,,,,,,,,,∑Áœ’µ»º∂,id
112.939409,24.772757,1270.309783,50.09402174,18.0701087,0.716401137,0.674894814,0.175353142,0.522216364,1,119
112.952246,24.772757,1282.277174,47.82097826,18.05869565,0.752793019,0.414581622,0.173493336,0.446955992,0,120
112.965083,24.772757,1212.184783,49.40304348,19.13423913,0.53964765,0.595762691,0.348757915,0.494722752,0,121
112.97792,24.772757,1164.42663,49.23369565,19.88804348,0.39441892,0.576368661,0.471593677,0.480793752,0,122
112.836713,24.781227,1047.845109,49.65608696,23.12826087,0.039903814,0.624741703,0.99960147,0.554748996,1,123
112.84955,24.781227,1048.627717,49.72945652,22.41059783,0.042283665,0.633144123,0.882655095,0.519360961,1,124
112.862387,24.781227,1077.559783,49.98336957,21.44755435,0.130263767,0.66222272,0.725722889,0.506069792,0,125
112.875224,24.781227,1134.366848,50.69445652,20.33913043,0.303009519,0.743657729,0.545100297,0.530589182,1,126
112.888061,24.781227,1138.092391,49.16532609,20.17391304,0.3143386,0.56853885,0.51817739,0.46701828,0,127
112.900898,24.781227,1140.921196,49.28358696,20.01630435,0.322940768,0.582082306,0.492494354,0.465839143,0,128
112.913735,24.781227,1183.668478,50.91847826,19.34103261,0.452931844,0.769313118,0.38245583,0.534900264,1,129
112.926572,24.781227,1223.720109,50.4448913,18.78179348,0.574725656,0.715077053,0.291325333,0.527042681,1,130
112.939409,24.781227,1268.665761,49.76978261,18.10978261,0.711401798,0.637762342,0.181818182,0.510327441,0,131
112.952246,24.781227,1298.078804,49.69108696,17.74320652,0.800844516,0.628749969,0.122082983,0.517225823,1,132
112.965083,24.781227,1238.067935,50.10434783,18.73505435,0.61835625,0.676077377,0.283708985,0.526047537,1,133
112.97792,24.781227,1158.625,49.19021739,19.89782609,0.376776625,0.571389449,0.473187796,0.473784623,0,134
112.84955,24.789697,1060.692935,49.92793478,22.09184783,0.078973028,0.655874225,0.830713368,0.521853541,1,135
112.862387,24.789697,1086.317935,50.33858696,21.26440217,0.156896609,0.70290288,0.69587743,0.518558973,1,136
112.875224,24.789697,1129.36413,50.38913043,20.44728261,0.287796655,0.708691214,0.562724173,0.519737347,1,137
112.888061,24.789697,1150.913043,48.19695652,19.98804348,0.35332518,0.457639356,0.48788912,0.432951219,0,138
112.900898,24.789697,1162.203804,49.52380435,19.72608696,0.387659483,0.609592452,0.445202143,0.480818026,0,139
112.913735,24.789697,1215.923913,50.09967391,18.91222826,0.551018047,0.675542112,0.312580259,0.513046806,1,140
112.926572,24.789697,1268.23913,50.51543478,18.175,0.710104449,0.723155824,0.192445645,0.541901973,1,141
112.939409,24.789697,1299.73913,49.4326087,17.69402174,0.805893436,0.599148555,0.114068104,0.506370032,0,142
112.952246,24.789697,1304.804348,50.64217391,17.63423913,0.821296358,0.737670227,0.104326263,0.554430949,1,143
